,Sl No,Name,Review,Suggestion/Complaint,Vader,sentiment_dict_sompound,TextBlob_Subjectivity,TextBlob_Polarity,flair_sentiment
5326,3390,Sabarish Murari,"
Bad product


Not at all good for beginners.
",0,0,-0.7101,0.6333333333333333,0.0,0
5327,3391,Nisha,"
Five Stars


Awesome
",1,1,0.6249,1.0,1.0,1
5328,3392,VARUN NAIR,"
Guitar


Ok
",1,1,0.296,0.5,1.0,1
5329,3393,abhishek mishra,"
Nice product but only beginners


Nice product 😍
",1,1,0.8625,1.0,1.0,1
5330,3394,PANDEY m,"
Total


Okky
",1,0,0.0,0.75,0.0,0
5331,3395,Gopika,"
👌


👌
",1,1,0.9055,0.0,0.0,0
5332,3396,Shaik mujeeb,"
Don't but it


Quality sucks
",0,0,-0.5023,0.3,0.0,0
5333,3397,Gaurav Manjrekar,"
One Star


It was dublicate please dont buy it if you are looking for a one time long buy
",0,1,0.3182,0.4,0.0,0
5334,3398,stephen,"
Sounds good man!


Good for beginners
",1,1,0.7263,0.6000000000000001,1.0,1
5335,3399,Manju Bhargavi R. P,"
Beginners tool


Good Instrument for a beginner!
",1,1,0.4926,0.6000000000000001,1.0,1
5336,3400,Juli Bora,"
Looking cool


That's good
",1,1,0.6369,0.625,1.0,1
5337,3401,Nishchay Zinzore,"
Four Stars


Best under ₹2000
",1,1,0.6369,0.3,1.0,1
5338,3402,Amazon Customer,"
Best in class


Value for money, good quality u cannot get better product than this in such affordable price
",1,1,0.796,0.47500000000000003,1.0,1
5339,3403,Tony,"
Awesome


Nice guitar...very good for beginners .
",1,1,0.8689,0.8666666666666667,1.0,1
5340,3405,Kartik mandhare,"
Very good


Good
",1,1,0.7485,0.6900000000000002,1.0,1
5341,3406,Jaydip bhoi,"
Good


Good
",1,1,0.7003,0.6000000000000001,1.0,1
5342,3407,Anurag Kushwaha,"
Five Stars


Amazing for the price I bought it. Loved it. Best guitar in budget. :)
",1,1,0.9423,0.75,1.0,1
5343,3408,ketul v valand,"
Nice


Good sound quality
",1,1,0.6908,0.6666666666666666,1.0,1
5344,3409,Anjana Joshi,"
Best


Good for beginner,nice , affordable price
",1,1,0.7964,0.45000000000000007,1.0,1
5345,3410,Amazon Customer gautm,"
Four Stars


Nice product... Buy it u r not wasting ut money
",1,1,0.6197,1.0,1.0,1
5346,3411,Irfan k.,"
i take two


awesome for beginners i m hapy
",1,1,0.6249,1.0,1.0,0
5347,3412,geolin george,"
Nice product


Delivered in good condition
",1,1,0.6908,0.8,1.0,1
5348,3413,aditya,"
Good one


Good one for beginners in low price.. Value for money
",1,1,0.7269,0.5000000000000001,1.0,1
5349,3414,Aman,"
Five Stars


Awesome guitar good one for beginners :)
",1,1,0.875,0.8666666666666667,1.0,1
5350,3415,Ankita soni,"
Good


Good
",1,1,0.7003,0.6000000000000001,1.0,1
5351,3416,Hop and Shop,"
An excellent buy


Awesome guitar at dirt cheap price. Go for it if u r a budget novice user..
",1,1,0.7506,0.9,1.0,1
5352,3417,Sange D.,"
Sounds not good


Worst quality.. sound is not good and the strings gets automatically loosened.
",1,0,-0.1326,0.65,0.0,0
5353,3418,Krunal,"
Guitar for beginners


Excellent guitar for beginners...!
",1,1,0.6114,1.0,1.0,1
5354,3419,sagar,"
Buy it


Good
",1,1,0.4404,0.6000000000000001,1.0,1
5355,3420,Raj Kishor Jha,"
Good guitar


Good
",1,1,0.7003,0.6000000000000001,1.0,1
5356,3421,Dr Nirmala Castellino,"
Four Stars


Excellent guitar for beginners and definitely value for money.
",1,1,0.8316,0.75,1.0,1
5357,3422,abhijeet lokhande,"
One Star


don purchase this guitar waste of money ....and quality of this guitar is not good ...
",1,0,-0.6377,0.30000000000000004,0.0,0
5358,3423,Anindra Bhattacharjee,"
Good product


Amazing looking....and nice strings......almost a good product.....
",1,1,0.9081,0.775,1.0,1
5359,3424,Rajan khanvilkar,"
Best guitar


It has excellent sound
",1,1,0.836,0.5666666666666668,1.0,1
5360,3425,Saraswati Sharma,"
Good product


Excellent product
",1,1,0.765,0.8,1.0,1
5361,3426,SANOOP,"
Five Stars


Nice product.Good quality.Thank you Amazon.
",1,1,0.5423,1.0,1.0,1
5362,3427,Yashraj,"
Bad strings


Guitar is good but the strings are very bad......broke string in just 1 day
",0,0,-0.0772,0.5222222222222223,0.0,0
5363,3428,Kamal B.,"
very good for beginners


vgood for beginners
",1,1,0.4927,0.7800000000000001,1.0,1
5364,3429,Himanshu,"
Three Stars


Good product....but not for adult
",1,1,0.4404,0.45000000000000007,1.0,0
5365,3430,Anshul,"
Good


Good quality at price
",1,1,0.7003,0.6000000000000001,1.0,1
5366,3431,Space pirate,"
Looks good for a beginner but some faults are there


Gap between the fret board and strings have too much distance
",1,0,-0.4939,0.4,1.0,0
5367,3432,Amazon Customer,"
Great product. Trust ful thank you


Good product. Nice sound.. Really good one from Kerala
",1,1,0.9571,0.67,1.0,1
5368,3433,K.Lalrammawia,"
What is the Quality?


Normal qualityGood for beginner
",1,0,0.0,0.6499999999999999,1.0,0
5369,3434,Ekta singh,"
Awsm guitar


Nice but it is very tough to tune it even my one string broke
",1,0,-0.611,1.0,0.0,0
5370,3435,Naveen,"
Average


It's Cracked on head....
",1,0,0.0,0.39999999999999997,0.0,0
5371,3436,Neel halder,"
It's gd


Best for beginners
",1,1,0.6369,0.3,1.0,0
5372,3437,Amazon Customer,"
Five Stars


Super*****
",1,1,0.5994,0.6666666666666666,1.0,1
5373,3438,Kuldeep,"
No review for this awesome product


Really a fantastic product....
",1,1,0.8202,0.95,1.0,1
5374,3439,Arpit,"
Supr


Nic
",1,0,0.0,0.0,0.0,0
5375,3440,Joyleen Lobo,"
Good


Good as expected
",1,1,0.7003,0.5333333333333333,1.0,1
5376,3441,Aditya Agrawal,"
Bad one


Very bad guitar and it is damaged also
",1,0,-0.8805,0.7666666666666666,0.0,0
5377,3442,Shivali,"
Awsum packed


Super product. Recived safely. Best packaging.
",1,1,0.9062,0.4833333333333333,1.0,1
5378,3443,Amazon Customer,"
Low price high product !


Very much like this guitar, nice one.
",1,1,0.5818,0.5249999999999999,1.0,1
5379,3444,Justin G Momin,"
Five Stars


Very nice guitar for beginners.
",1,1,0.4754,1.0,1.0,1
5380,3445,Preeti S.,"
Very good for beginners


Very good for beginners
",1,1,0.7496,0.7800000000000001,1.0,1
5381,3446,sujit,"
Transparency


Size is not compatible and return policy is very bad, not cleared.
",0,0,-0.6545,0.8666666666666667,0.0,0
5382,3447,Shubham Gupta,"
Five Stars


thanks for this lovely product
",1,1,0.7717,0.475,1.0,1
5383,3448,Mary,"
Good buy


Awesome product, pocket friendly...worth buying
",1,1,0.7906,0.8,1.0,1
5384,3449,Sreesha,"
:)


Loved it
",1,1,0.7845,0.9,1.0,1
5385,3450,Amazon Customer,"
Good for kids !


Cannot be used professionaly only as campfire guitarist...
",1,1,0.4926,0.8,1.0,1
5386,3451,Amazon Customer,"
Pathetic


Don't buy you'll regret it.
",1,0,-0.3331,1.0,0.0,0
5387,3452,Amresh k.,"
Five Stars


le lo yaar rockstar ban jaoge
",1,0,-0.5574,0.0,0.0,1
5388,3453,vicky,"
Not satisfied


I dnt feel that this S not that worth
",0,0,-0.4585,0.55,0.0,0
5389,3454,Drakshay,"
So bad


So bad
",1,0,-0.8629,0.6666666666666666,0.0,0
5390,3455,anish diwan,"
Disappointed


Defective product delivered
",0,0,-0.7184,0.75,0.0,0
5391,3456,Sonu Kumar,"
Awesome product.


Gr8 quality easy to play must buy for the beginners.
",1,1,0.9201,0.9166666666666667,1.0,1
5392,3457,Abubakr Siddiq,"
Purchase it bruhh


Best so far
",1,1,0.6369,0.65,1.0,1
5393,3458,Amazon Customer,"
Five Stars


THE ITEM WAS IN GOOD CONDITION , REALLY AWESOME
",1,1,0.8883,0.8,1.0,1
5394,3459,prashant,"
Quality is gud


Sound is good
",1,1,0.4404,0.5,1.0,1
5395,3460,K******,"
Ok type


Sound is not that good.
",1,0,-0.0531,0.5,1.0,0
5396,3461,venkat,"
Five Stars


Low price got good Guitar
",1,1,0.2023,0.45000000000000007,1.0,1
5397,3462,Parth,"
Best beginner Guitar


Bought it = love it
",1,1,0.8555,0.44999999999999996,1.0,1
5398,3463,Suresh,"
Five Stars


Nice guitar
",1,1,0.4215,1.0,1.0,1
5399,3464,Roshan Nagdeve,"
Sound


Sound quality not good
",0,0,-0.3412,0.46666666666666673,1.0,0
5400,3466,Johnson,"
Awesome


Good quality
",1,1,0.7906,0.8,1.0,1
5401,3467,piyush,"
Amazing guitar


Its fantastico
",1,1,0.6369,0.9,1.0,1
5402,3468,Amazon Customer,"
Four Stars


it is a good product with right pricing
",1,1,0.4404,0.5678571428571428,1.0,1
5403,3469,PRATYUSH YADAV,"
Excellent


Nice product and service
",1,1,0.7579,1.0,1.0,1
5404,3470,Op,"
This product is amazing


Wow!
",1,1,0.8356,0.95,1.0,1
5405,3471,Ankith,"
Good


Very good 🎸 for new learner's
",1,1,0.7264,0.6115151515151517,1.0,1
5406,3472,Vaibhav dabhi,"
Four Stars


Excellent came earlier then expected
",1,1,0.5719,0.6333333333333333,1.0,1
5407,3473,JB,"
Totally worth


It’s been an year, the product still works like a charm.
",1,1,0.7501,0.1,1.0,1
5408,3474,Sudhir Sharma,"
Five Stars


Excellent product
",1,1,0.5719,1.0,1.0,1
5409,3475,Amazon Customer,"
Broken


Very worst
",0,0,-0.8173,0.7,0.0,0
5410,3476,Shaikh Azroddin,"
Average


For begineer is perfect not for proffesionals
",1,1,0.5719,0.7,1.0,0
5411,3477,Pratibindya Pl,"
o


very Nice
",1,1,0.4754,1.0,1.0,1
5412,3478,Amazon Customer,"
Nice


Nice
",1,1,0.6808,1.0,1.0,1
5413,3479,Sanjeev kumar,"
Nice


Good for beginners
",1,1,0.6908,0.8,1.0,1
5414,3480,Chinmay,"
Two Stars


Not value for money...
",1,0,-0.2584,0.0,0.0,0
5415,3481,Amazon Customer,"
Four Stars


Sound quality is good
",1,1,0.4404,0.5,1.0,1
5416,3482,Aneez,"
Awesome


Lovely one
",1,1,0.836,0.875,1.0,1
5417,3483,Amazon Customer,"
Nice


Worth for money
",1,1,0.5719,0.55,1.0,1
5418,3484,ASHOK MEENA,"
Best


Very good To it price
",1,1,0.8122,0.54,1.0,1
5419,3485,Argor,"
Four Stars


Average
",1,0,0.0,0.39999999999999997,0.0,0
5420,3486,Jayant,"
Over all good


Should maintain properly in ,one of the string is rusted.
",1,1,0.4404,0.35000000000000003,1.0,0
5421,3487,Srinivas,"
Good product.


Good product. Delivered on time.
",1,1,0.7003,0.6000000000000001,1.0,1
5422,3488,Akhil Reddy D,"
Good


Tuning was not good. It's good for the price I got it for
",1,0,-0.2292,0.6000000000000001,1.0,0
5423,3489,Hanson,"
Great product


God packing and god quality nice I am happy
",1,1,0.93,0.9166666666666666,1.0,1
5424,3490,Sandeep,"
Good product


Good 👍
",1,1,0.7003,0.6000000000000001,1.0,1
5425,3491,pravallika,"
😄


Loved it ...😁
",1,1,0.9081,0.8,1.0,1
5426,3492,C Benadic,"
good


good
",1,1,0.7003,0.6000000000000001,1.0,1
5427,3493,Swapnil,"
Guitar


It is so wonderful
",1,1,0.6948,1.0,1.0,1
5428,3494,Sumant,"
Average


Didn’t get the picks with guitar
",0,0,0.0,0.39999999999999997,0.0,0
5429,3495,suman das,"
Great 👍


Great 👍
",1,1,0.8481,0.75,1.0,1
5430,3496,Harish,"
Safe delivery and best guitar for beginners


I like the way of packing
",1,1,0.8625,0.4,1.0,1
5431,3497,Ajesh,"
Good at it's price range


Quality is average.. good for learning..
",1,1,0.7003,0.5333333333333333,1.0,0
5432,3498,Bhushan,"
Four Stars


Value for money.. go with it
",1,1,0.34,0.0,0.0,1
5433,0,Soumalya Goswami,"
Absolutely Fantabulas



  First things first!!!!! The no-1 TV Stick in Indian Market...This 3rd Generation Fire TV stick has a superb build quality. The remote has a premium look & feels great in hand. The set-up with TV is just seamless. For normal size TV the HDMI extension cord is not required. If you require, it is inside the box, so not to worry :-)Now coming to the streaming quality. It is wow wow wow.. Dolby Sound quality gives a surround feeling & is great (I have tried this with my Sony 5.1 sound system though). You need to install the apps you want watch, like Hotstar, Zee5, Voot, Disney+, Hoichoi etc etc. etc. The Overall experience with these apps  are really cool. The newly introduced Live section seamlessly connect to LIVE channels via the installed apps.In the Verdict I will suggest if you want to convert your TV in a full house of entertainment & cool features, then you go blindly for this. Its the ultimate TV stick for you.

",1,1,0.9913,0.5726107226107227,1.0,1
5434,1,Tarun,"
Bad customer service



  These amazon ppl are waste. My detailed product review was deleted, and no explanation is being given even when I repeatedly asked. I bought this fire stick 3 times.I have been a loyal amazon customer since a long time, did not expect this kind of degraded level of customer care.

",0,0,-0.6851,0.5916666666666667,0.0,0
5435,2,Aman verma,"
Dolbyatmos sound quality & Premium quality Remote



  The all new amazon fire tv stick is amazing. Great build quality,remote feels premium.stream quality is excellent. Alexa voice recognitions works well too. I really liked the new dolby atmos sound quality.

",1,1,0.9441,0.5954545454545455,1.0,1
5436,3,sai vikranth,"
Loved it






                    The media could not be loaded.
                




   My first tv stick, seamless setup, wifi Bluetooth are working superb, quality and Speed is awesome with ACT connection. Loved it, made my non smart tv to smart tv

",1,1,0.9698,0.6648809523809525,1.0,1
5437,4,kushal kumar,"
NOT supporting to SONY TV'S



  I am useing Sony bx32 modal tv(2012) it have 2 HDMI Port . But fire tv stick is not supporting to my tv, not working properly & getting display issues. so don't buy for Sony TV's

",0,0,-0.7853,0.19999999999999998,0.0,0
5438,5,Sanjay T.,"
Does NOT work and Amazon cannot fix it



  This is the 4th time I have ordered the firestick.It simply does not work.gets stuck on updating the stick and NOTHING happens.Very disappointing that Amazon support team is not able to offer any solution except asking me to return it that I have done 4 times already.

",0,1,0.8201,0.5607142857142857,0.0,0
5439,6,Ishpreet Singh,"
Working good but disappointed with price drop



  Everything is great but i bought it for 3999/- and after 2 days price was 3199/- which hurts me alot 800/- rs loss. Being a prime customer i am very unhappy with the massive price drop.

",0,0,-0.92,0.82,0.0,0
5440,7,S Sathya Kumar,"
Very Worst, total money waste.



  The Fire TV Stick is not connecting to wifi automatically when powered on.Everytime I've to power off the fire TV stick and then restart it.@amazon this product is useless...Very worst.

",0,0,-0.9466,0.6875,0.0,0
5441,8,Sudharsan A,"
Worst remote ever... Replacement of remote is too costly



  Product works well upto 1year... Then u need to buy new one only... No choice because.... I bought this product for Rs. 2799 in offer after a year my remote stopped working, if you put new battery it will dry in 3 days itself.. so I want to buy new remote....  New remote only cost Rs. 2000... It's a cheating .... Other brand like mi gives cheaper remote...

",0,0,-0.7918,0.4662121212121212,0.0,0
5442,9,Priyank Agrawal,"
Not compatible with my Sony LED TV



  There is no customer support or details available on which TVs it is not compatible with. And guess what it is not returnable as well, got my 4000 bucks wasted. I bought this after watching so many positive reviews but feel so sad now about this

",0,0,-0.8309,0.4890909090909091,0.0,0
5443,10,Pradeep handa,"
Best streaming device in this price 2500






                    The media could not be loaded.
                




   The system ui interface  totally changed,Grey Icon(missing icon) on side loaded apps""See All"" tab MissingUpdate didn't fix anything...I thought I've got a defective product tried replacingBut Amazon didn't respondI've used my friend's fire stick and I know his firestick doesn't have these issues almost used it for a month and didn't face any problem hence I proceeded to buy one for myself but I'm disappointed got a defective product or the softwareMore disappointing thing is I can't even Replace it wow.

",0,0,-0.7328,0.7,0.0,0
5444,11,Jayant Kawale,"
The product is not working



  The product is not working properly. At the moment there is no sound and the screen goes suddenly blank from time to time

",0,0,-0.296,0.16666666666666666,0.0,0
5445,12,Adi,"
You cannot control volume of your Bluetooth device



  It is a really good streaming device . Apps work perfectly fine . You can sideload 3rd party app easily . Remote is fine , voice control is perfect , installation is simple , streaming quality is great.BUT WHY 1 STAR??you cannot change the volume in your Bluetooth headset or airpods which don't have its own volume control . Well i usually watch movies at night while others are sleeping so I prefer using Bluetooth headsets . Whenever I pair it with firestick It always plays at 100 percent and makes my eardrum tear and made me switch off tvThis is a basic function which can be included in a firmware upgrade , but as of 30th June , there is no update regarding this .So yes if this is important for you , u choose other streaming device .Btw i fall in love with their remote😍

",1,1,0.9765,0.5005494505494504,1.0,0
5446,13,Radhakrishnan S,"
Product not functioning



  I purchased the product in May 2021. It stopped functioning within one month. I requested for an replacement. The customer service execute informed me to buy another Fire Stick and will replace the one one once I purchased a new one. It is more than a week I bought a new fire stick and also informed the CC. Unfortunately there is no feedback from them. The old product was not replaced. Is it a punishment for me to buy your product and I have to pay for a faulty product. Please expedite.

",0,0,-0.9169,0.5218181818181818,0.0,0
5447,14,GSV,"
Fairly good needs lot of tinkering



  Connected my airpods to firestick. And the volume doesn't work. Sound is too loud on the ears. Volume decrease on the remote doesn't reduce the volume in the BT airpods. Result sound too loud and jarring. It is shocking that a company of the calibre of Amazon can produce such ridiculous product. High time they come down from their perch of lord and mighty and think of ideas to give customer satisfaction. And on the upside I must say everything else is real good about this firestick

",0,1,0.6369,0.6406837606837607,1.0,0
5448,15,Magesh S G,"
Excellent Streaming Device with Picture and Sound Quality



  I was using LG 4K TV with WebOs 3 and i dont have recent streaming apps as it not available in my smart TVI have ordered HD Firestick 2021.My TV Supports HDR ...I would have ordered 4K but for me itseems costly..Pro:Super UIFast SettingsHDR !!Dolby Digital Plus ,Dolby audio as my TV supports only this.Connected with Yamaha AV receiver and i could able to get DD+ 7.1 from Dolby Atmos Content in amazon Prime.Sound Quality is awesome...Picture quality was fabulous as my TV supports HDR and ultra deep colour it detects and restarts tv to enable in that HDMI port...The moment i have turned on it install latest Fire Stick SWCons:Not for Device.I have logged in with my amazon account in FireTV.I could not get install the Disney+Hotstar its shows app is not availableThen i have called customer care and they helped to set my country to IN in account as i used same account in Germany(.de) as wellAfter that all india streaming apps are visibkle (voot,Hotstar+disney,SunNxt,...etc)Overall happy with purschase will update after few days of usuage!!!

",1,1,0.981,0.5602040816326531,1.0,1
5449,16,siddesh Attavar,"
Stuck in a Boot Loop with Fire TV logo animation



  Had a bad experience with purchase, as the device got stuck in a boot loop just kept showing the firetv logo animation. Have to return it back

",0,0,-0.836,0.3333333333333333,0.0,0
5450,17,Suryatej,"
Made in China



  In the product description it says 'Made in India' but on the package box it says that it is from China .This is very misleading

",0,0,-0.611,0.3,1.0,0
5451,18,Sandy,"
Never thought Amazon would cheat



  I ordered a fire tv stick 3rd gen 2021 during the recent Prime Fest of 26th & 27th July 2021. At the time of ordering the product detail very categorically said that there is a One Year free subscription to Sony Liv, ZEE5 & Voot bundled along with the product. This was in the description section of the product that I ordered, hitch was very promptly delivered to me. Now when I enquired with Amazon helpline about how to activate the free subscription, the customer support denied any offer like this & now I am supposed to pay separately for these subscriptions. How I wish I had taken a screen shot of this & kept with me. At least would have saved myself from the misery of being denied of what was promised to begin with. I don’t know how that promotion appeared there, could have been a technical glitch on the part of Amazon but I am sure I bought this with the subscription which is now denied. It a shame for Amazon to get so petty & completely disown the responsibility to fulfil their offer. I just feel cheated to the core.

",0,0,-0.8692,0.42388888888888887,1.0,0
5452,19,Manpreet Singh,"
Doesn't Support Voice Search



  The most important thing on which amazon in betraying us is that it doesn't supports voice search. For example alexa button is there but it can only play things on amazon prime video. If u open zee 5 or youtube you will not get the mic button to search and will have to press the assistant button which will take you somewhere else and will not search for things we want. It UI is excellent but this voice search is the main issue. Thats why you should be going for mi stick.

",0,1,0.8447,0.7222222222222222,1.0,0
5453,20,Shiva Kumar.A.S,"
Fire TV Stick (3rd Gen, 2021



  I was forced to buy Firestick 3rd generation after my Amazon Firestick First Generation stopped working. It was working fine till afternoon and after showing Software update in progress, it got stuck and never worked.I called up the Executive and after trying everything was asked to take it to nearby center. As the center is quite far, I didn't go, but ordered the third generation instead.I wrote to Amazon, if they are selling the product, then they should also provide after sales service. They can always charge. No issues.The person should visit home to rectify the problem. Trust me, there have been instances when some Electronics company sent a technician to home, though the equipment was worth only 2000 Rs.And here we are talking about an equipment costing Rs.4000 to Rs. 6000.How can an equipment stop working while updating software, still I can't get it. Is that deliberate so that Customer buys the new version?Not to say, I regret buying the third generation Firestick. It's a great experience. Great sound. It's a marvel. Amazon always had been my first Choice.The only letdown was equipment stopped working during update. Never heard of. Amazon should regard loyalty.Almost Each day, can you believe it, we order something from Amazon. Please check records.

",0,1,0.9189,0.39006734006734006,1.0,0
5454,21,ABHIJIT,"
Device switching off every 2 minutes and no sound



  1)While setting up device keeps getting turned off every 2 minutes.2)No sound while playing anythingAfter few hours it everything got okDevice did not switch off and sound was back.Now after 3 days same problemDevice is switching off every 2 minutes and no sound.Is there some software issue with the device or device is faulty?

",0,0,-0.5994,0.28500000000000003,0.0,0
5455,22,krishna,"
Disappointment From Amazon



  Nothing gets displayed after fire stick logo. Blank screen came. Never expected this outcome.

",0,0,-0.6124,0.26666666666666666,0.0,0
5456,23,Subhankar,"
True review



  Quality of the product and packaging is really recommendable. I brought it at a great price of 2799. The stick supports maximum 1080p videos (I tried with my 32inch led). Sound is stereotype. Not tested whether it is dolby digital or not. It supports both 2.4 ghz and 5 ghz of internet. Remote is quite handy. Alexa voice responses are recommendable. Interface is attractive and fast. Pairing of remote with the tv is done automatically on first setup and even one can set other consoles by going to add remote option which is available in the fire stick. Remote provided is RF type. One thing I disliked is the pressing of remote buttons. It should be soft press rather than hard press.I would personally suggest to go for it if anyone wish to buy.Thanks for the deal Amazon

",1,1,0.7776,0.42000000000000004,1.0,1
5457,24,Amazon Customer,"
Disappointed



  Once the fire TV stick is on, the colour logo is loaded half and then disappeared. After then no response in tv only black screen display.

",0,0,-0.8225,0.5874999999999999,0.0,0
5458,25,R N Tripathi,"
Wastage of money, unwanted product for smart Android TV.



  Totally disappointed. Wastage of money. Not required for smart Android TV. Might be for small normal TV. Price is too high. Better quality products with latest specifications are available in the market at very less price. Not satisfied and not recommend to buy.

",0,0,-0.6285,0.5920346320346321,0.0,0
5459,26,Amazon Customer,"
Keeps restarting



  Such a waste product..bought it to make my tv smart..but it keeps restarting itself and is of no use..i have been a regular customer of Amazon..but after this deception ..i think they are not worth your money..Amazon please replace my fire stick

",0,0,-0.8458,0.1692307692307692,0.0,0
5460,27,Traveller Sakha,"
Don't buy it. Not that great device



  Update: After using for 10 days of usageDevice is up to date yet the wifi capturing frequency is pathetic and it keeps losing the connection. I spent half of my time fixing the connection issue and it ruins the user experience.Returning it. Don't go for it. Highly recommended.Took 4 hours to watch 2 hours movie. Have turned off auto updates, changed settings still it takes forever to load though the internet speed is 35 Mbps.

",0,0,-0.9099,0.4594444444444445,0.0,0
5461,28,Anoop M G,"
Pwoli saadanam!



  My Sony bravia non-smart tv has in-built Prime and Netflix app and few others but no Disney Hotstar. So I decided to buy this Firestick and ended up with out of the box experience! The picture, audio and streaming clarity this gave was far far better than my tv in-built apps!!!Plugged it in directly to my JBL soundbar which has HDMI-in passthrough rather than connecting to TV which gave crystal clear sound. Have to be patient for the initial setup. After that just relax and binge!! Terrific purchase!! Thank you Amazon for the offer pricing too!

",1,1,0.9734,0.5314814814814814,1.0,1
5462,29,Sanket,"
Hardware still feels like there is a ui lag not snappy



  Mi Tv Box 4k at 3500 is still a better deal compared to this it's older than this but it's always been faster than my firesticks in terms of ui navigation.This firestick is not bad it does what it's supposed to do has a new menu system. All major streaming services work but I always feel that there is a slight lag on the user interface Amazon just bloats the home page with so many options I just wish I could just turn off all thr suggestions and that would speed up the ui. I just want to see my apps on the home screen not all the suggestions which is as is slowing down the ui and at the same time overflowing my home page with junk suggestions.

",1,1,0.8468,0.39278900112233445,1.0,0
5463,30,Deepak Rao,"
Awesome Product. Worth every penny😇



  I am giving this review again after using fire tv stick for the last 1 month. Previously I gave 4 star rating because volume and power buttons were not working due to videocon tv compatibility. But after some days Mr. Naresh(Technician team) called me and forwarded a mail to me for again remote setup and update. So I followed all steps as I received on mail and I am so happy to share my review again that now my fire tv stick is updated and all buttons are working finely. I m very thankful to Amazon for providing super best service and also to Mr. Naresh.. Product is really awesome. Go for it blindly✌✌

",1,1,0.9941,0.47045454545454546,1.0,1
5464,31,PARAS MANI GOEL,"
Live tv did not worked properly.



  Product did not worked properly. Live tv tab was not showing any Channel. Returned without any hassle , thumbs up to amazon team for timely delivery n tension free returns!!

",0,1,0.508,0.47500000000000003,1.0,0
5465,32,Anuj Chandiwala,"
Good product



  The quality of fire stick (3rd gen, 2021) is much much better then fire stick of 2020. The quality of sound, stram quality is much higher then older one. I used both the type of fire stick.

",1,0,-0.1027,0.3888888888888889,1.0,1
5466,33,vazrapu,"
Even amaxon fire stick can be defective ! Never expected this



  Received a defective piece,which would not connect to wifi and even a brief connection happens,failing again and again,have checked with different networks & tried on alternate HDMI ports,but problem persisted

",0,0,-0.8805,0.33333333333333337,0.0,0
5467,34,Sunil Yadav,"
NOT satisfied.



  Used for 30  daysRemote response time seem to be increasing.1.5v amazon basics cells have died in just 3 weeks.New batteries gone in 1 week, its draining battery , remote shows low battery everytime. It refuses to respond, stops working intermittently.Customer care guys have only one solution to reatart fire tv, reboot, reset remote and any of these didn't work.Seems to be a hardware issue. I need a replacement.

",0,0,-0.5903,0.54,0.0,0
5468,35,Geethapriya,"
Sony LIV not working on 3rd Gen Stick as promised



  During Prime day sale, 3rd Gen Stick supposed to come with Sony LIV, Zee5 and Voot Subscription as shown while booking the item. But it is not working. Please do the needful

",0,0,-0.1761,0.0,0.0,0
5469,36,VG,"
Disappointed



  I bought it today.Power and volume control of the firestick remote not working.I had called the customer care and after one and a half hour of trying different trouble shooting methods, I was told that my TV is not compatible..if that was the case, there was no need to try all methods right !!What kind of LCD Tv is compatible is not mentioned in the product information.I would have bought the lesser priced 2nd generation model in that case.Very disappointing.Amazon needs to look into this ..

",0,0,-0.658,0.42804232804232806,0.0,0
5470,37,Tarun kumar,"
Damage packet and item missing



  Order on 4th april, deliveey was expecting 24th april, but received on 1st may 2021, after i open the packet, item an missing.. so irresponsible service.

",0,0,-0.8913,0.20000000000000004,0.0,0
5471,38,Amazon Customer,"
Faulty product. donot use it it will destroy your tv



  i bought this product and since yesterday its started creating problem. When i connect it to my tv, the tv simply restart again and again. i called sony Tv technician and  he checked and said tv is fine but this firestick is faulty which is creating thia problem. kindly refund the amount and take back your faulty product.

",0,0,-0.6249,0.3514285714285714,1.0,0
5472,39,Moshin lalani,"
So far so good.



  Just additional remote buttons, rest everything remais the same.

",1,1,0.6213,0.48125,1.0,1
5473,40,P S Saji,"
Inconsistence in maintaining Wifi Connectivity



  The device if connected with Wifi and detect internet, works amazingly. But the challenge I faced is that getting it started when I first connected it was a 2 hour ordeal. The device connected to my wifi but was saying 'No internet'. I have to reset the wire stick multiple time which did not work. Then I had do factory reset some 2-3 time, after which finally the 'No internet' error disappeared. After that the device worked fine for a month.After than again the Wifi connected but 'no internet' issue started. I have did a factory reset now, but the issue still persist. At the time of posting the this review the issue was not fixed. I hope it get fixed

",0,0,-0.7152,0.4476190476190477,1.0,0
5474,41,Subhadeep Dey,"
Fire Magical TV Stick!!!!



  Fire tv stick 3rd gen is a magical device. Got this for my non-smart 2018 Sony TV.Streaming quality is 1080p max with Dolby Atmos. For Dolby Atmos you will need separate Dolby Atmos enabled soundbar/system to work.Supports all apps almost like YouTube, Prime video, Amazon music, Netflix, Voot, Zee5, Disney+hotstar, Apple TV etc. You may require separate subscription for each app.Bluetooth remote is very responsive with inbuilt Alexa button.You will require high speed unlimited broadband connection to run this otherwise it may not work properly.Got it on the prime day at just Rs.2099. Thanks to Amazon for fast delivery.

",1,1,0.7696,0.48000000000000004,1.0,1
