Sl No,Name,Review,Suggestion/Complaint,flair_sentiment
2948,Soumitra Dutta,"Acha nehi he
Mobile me lagane bat mobile lak korte he",0,0
2949,Manoj Mudgal,"Value for money
ठीक है यार",1,1
2950,Kiran Girhe,"Brand world's no 1 brand only Samsung
Itne me bahut milega wo branded ..Samsung no 1 brand",1,0
2951,Mohin patel,"कार्ड मिला नही
कार्ड नहीं मिला और रिफंड देर से लेकिन मिल गया thankyou",0,1
2952,pushkaradav,"मुख्य पते पर डिलेवरि कराये
जहा का पिन कोड वाहा पर डिलीवरी नहीं की जाति हे 10 से 12 किलो बुलाया जाता हे",0,1
2953,Mankhush,"128 gb me 128 kese ho sakta hai kuch to
128 gb show ho raha hai bt kuch bhi usme download nhi ho raha hai juch derr rahne ke badd atto metik hatt jata hai",0,1
2954,Kailas Chavan,"Bad experience
Video play करने के बाद मे video lag करता है।।",0,0
2955,Varsha,"Product damaged.... Not replacement
Vary bad product....... Mene replacement ka order bhi kiya lekin abhi tak koi response nahi aaya",0,0
2956,Ajay singh,"Working probably a long time
Samsung प्रोडक्ट is gud",1,1
2957,Vikram,"Memory card nhi Aya merhe pass
The media could not be loaded.
 Mere pass memory card nhi Aya hai only adeatper Aya hai",0,0
2958,Piyush Gupta,"Samsung 64 GB EVO Pluse Grade 3 ,class 10
Hello Friends,Maine is product (64 Gb) ko 15 se 20 din use karne ke baad apna review de raha hu ,product genuine hai , 8 se 10 gb data transfer karne ke baad bi ye heat nahi hota hai, transfer rate ----- Ws - 14 mbps Rs - 18 mbps",1,1
2959,Ashwini Kumar Singh,"अच्छा काम कर रहा है।
१ माह के लगभग हो गया है, ठीक काम कर रहा है।",1,1
2960,Ravi kumar mahato,"Sabse Kharab. Aur Haan Aaj ke baad kabhi bhi amazon se koi chiz nahi kharidunga
Yh Kaam nahi kar raha",0,1
2961,Bharat Mestry,"Mast he
2 saal ke baad review kar raha hu.. abtk sahi chal rahi he Memory Card😎🥺",1,1
2962,Kanhaiya lal,"never u3
Phone memory stores badane ke liye",0,0
2963,Karansingh Aanjna,"Good shoping
सब अच्छा लगा हमको",1,1
2964,Akanksha,"Nice
Nice product, 1 year se jada ho gaya but acha chal raha h",1,1
2965,Pradeep kumar patel,"Crapted
कुछ माह चलने के बाद only read mode हो गया न तो लिख सकते हैं न तो मिटा सकते हैं।",0,0
2966,Salman,"Kya likhu
Sach bolu to ye memory card hai . Is ke bare me kya likha. Lekin moving phone to SD card slow hai . Ok",0,0
2967,Amazon Customer,"कैसा दिखाते है उसका 10 % भी नही
मोबाइल का कैमरा बिल्कुल भी सही नही है 48 PM बताया और क्लियरिटी 5 मेगा पिक्सल का भी नही है ।मोबाइल भी पुराना सा दिखता है ।इसको नही खरीदे",0,1
2968,Abhishek goswami,"Damage product reshived
Damage product reshived hua hai or koi help nahi ki ja rahi haiअमेजॉन से प्रोडक्ट मंगाया था यह अभी तक 20 का कोई सर्विस नहीं हुआ है कोई नहीं पिकअप भी नहीं आर्डर पेंडिंग में और जो अमाउंट थी वह भी कट गया है 20 दिन हो चुके हैं पूरे",0,0
2969,Mohan Lal Suryavanshi,"50-50 happy
Maine ye cell 17 ko order diya aur 19 ko mujhe recive hua. 3days use karne ke baad mera review-Phone ka Camera aur battery super hai, screen size bhi pocket friendly hai, battery backups almost 2days.Mujhe isme kuch basic kamiyan lagi jo is prise range me nahi hona chahiye, jaise aap net ka speed screen me nahi dekh sakte kyunki setting me option hi nahi hai, isme net bhi slow chal raha hai. Speed show nahi hone se pata hi nahi chalta ki problem cell me hai ya sim network me. Mere likhane cell me idea 4g ka speed achha tha leki. Isme nahi hai. Overall mujhe bahut jyada khushi nahi hui is cell se, jabki maine Samsung ka naam dekh kar m12 purchase kiya. Please Samsung dhyan de.",1,1
2970,shubham singh,"Feasted by Amazon and he's customer service
Amazon se pareshan ho chuka hu 16 January 22 se lekar ab tak (25/01/22) mere return kiye hue product ka amount refunded nhi kiya hai. 10 baar customer service ko call kiya wo sirf aur sirf date age badhaye ja rhe hai. aur 25th jan ko bolte hai refund amount 2th feb ka return hoga. pareshan ho chuka hu yaar inse aur phone itna faltu ke (camera quality bekar upar se over heating, sim kar dalne pe net work he nhi aa rha tha.",0,0
2971,AmanXyz,"Mid range good quality.12 hajar ke andar acchi mobile h
This is good product battery life is awesome internal memory is good 128GB good for gaming is mid range mobile.lttle bit heavy weight. Acchi mobile hai 12 hajar ke andar game khelne k liye v best hai.battery v bahut chalti hai.but camera utna accha nahi h.baki sab thik h wajan thoda jyada hai",1,1
2972,Disha,"Phone to achcha hai but….
Phone to achcha hai. Main Sri lanka se, par India se mangvaya. rs9499 mei to value lagta hai. Lkn camera 48 hone par b dooor ke fotos ki pictures quality to theek nh. But selfie aur normal distance ke fotos to theek hai. Meine ise online classes ke liye kharida. So iske liye theek laga. Face ID to andhere me kaam nhi karta. Battery bhi theek hai. Abhi 5dinon se classes ke lie use kia. Aur kya kahun? Amazon me jo b details dekha use dekh kar kharida. Ummid thodi si thi ki camera ke bare me. Iske alawa overall theek hai.",1,0
2973,Anupam Mishra,"Overlall Good Phone in This budget range against Chinese phones 👍
The Phone is Nice, Mai 3 din se use kr rha hun ye phone aur ye phone thik thak kaam kr rha hai Maine heavy games bhi khele isme high graphics me wo bhi thik chale, overl all mai agar dekhun to iss range me ye phone samsung ka hote huve bhi Chinesebrand ko iss budget me takkar deta hai aur android 11 ka experience bhi dekhne ko mil rha hai jo ki badhiya lga mujhe.》》But ek cheez mujhe jada disappoint kiya aur wo hai eska 48mp ka camera isme eski quality aur behtar kr skte the jo ki true 48mp ki tarah pic ki quality nhi deta Samsung brand hote huve bhi aisa thik nhi hai.",1,1
2974,Abhilash Sharma,"असंतोषजनक
इस फोन में कई कमियां है जैसे इसकी नोटिफिकेशन ट्यून बंद करने पर भी नोटिफिकेशन आने पर बजती है।इसको चार्ज़िंग पर लगाने और फोन के चार्ज होने का कोई भी संकेत नहीं मिलता है।नोटिफिकेशन से सम्बंधित प्रकाश संकेत इसमे उपलब्ध नहीं है जिससे स्क्रीन लॉक होने पर नोटिफिकेशन की जानकारी नहीं हो पाती है।भार में भी ये अन्य फोनो से काफी ज्यादा है।कैमरा तो चार चार है पर पिक्चर की गुणवत्ता संतोषजनक नहीं है।वाई फाई की रेंज बहुत ही कम है एक दीवार के बाद डाउनलोड की स्पीड अत्यंत कम हो जाती।",0,1
2975,Himanshu Lata,"Budgeted phone
Camera quality good but photo click krne me time bahut lagta.... what's app pr 1 sath 2 camera photo send nhi hoti....10 photos send krni hai(camera wali) to 1 -1 krke hi send krni hogi...battery life super se uper....jb ko mere mobile me na to memory card na hi koi Jada phone data...Phil bhi camera slow.song full volume pr 1dm se high ho Jata hai jb ki 1 point km Kate hi sunai hi nhi deta",1,0
2976,Amazon Customer,"पैसे की बर्बादी है ये मोबाइल
घण्टा true 48 megapixel कैमरा है !!!🔔🔔🔔🔔कैमरे की क्वालिटी 2G के समय जो चाइना फोन आते थे उसके 2 mp के जैसी है ।फोन में दमदार बैटरी के अलावा कुछ भी नही है ।इस प्राइस रेंज में दूसरे मोबाइल इससे ज्यादा फीचर और अच्छी क्वालिटी में मिल जाते है ।पता नही क्यो अमेज़ॉन कस्टमर रिव्यू में ज्यादातर लोगों ने 1 स्टार दिया है फिर भी अमेज़न इसको ओवरऑल 4.5 स्टार क्यो दिखाता है !!",0,1
2977,shekhar,"Bakwaas phone samsung M12
Mere life ka sabse khrab anubhavMai aap Sab se kahunga is samsung M12 mobile ko kabhi mat lena ... Galti se bhi mat lenaDisplay ..... Bahut bahut kharabSpeed ......... Bahut bahut kharabCamera ........ Bahut bahut kharabBattery ....... Bahut bahut kharabFingerprint Reader ........ BakwasMobile charger .......... Bakwas bahut slowerPhone ke quality........ BakwasWeight........... Bahut jada",0,1
2978,Ankita,"3mahine se toh ekdm shi chal ra hai
Sab kuch bhandia hai bs ek chiz samsung ki joh shuru se khrb hai ki thoda sa 2 3 week me 1 bar hang ho jata hi 1 2 sec k lie. Baki agar mobile ki bat kre toh thoda bhari v hai or mota v hai ek bar offline chala k dhekh lo fir online khreed lo.",1,0
2979,suraj,"अमेज़न आपके द्वारा खरीदा samsung m12 6GB ram 128 GB rom 6000mH battery मुझे पसंद नही आया
अमेज़न मेने आपके ऐप्प सेsamsung M126GB Ram 128 GB Rom6000 MH बैटरीका फ़ोन खरीदा आपसे कोई शिकायत नहीहैपरSamsungसे शिकायत है में पिछले 2 साल सेJ6 इस्तेमाल कर रहा हैबहुत अच्छा और मजेदार फ़ोन हैबस बेटरी कम है बाकी उसके फंक्शन एक दम अच्छे और usefull हैM12 से में ना खुश हूं",0,1
2980,DHRUV SINGH,"फोन ऑल ओवर ठीक है बजट के हिसाब से सारी सुविधाएं इस फोन में मौजूद हैं धन्यवाद
The media could not be loaded.
 बजट के हिसाब से फोन में बैटरी ठीक है तथा कैमरे की गुणवत्ता बहुत अच्छा नहीं है फिर भी ठीक है लेकिन फिंगरप्रिंट सेंसर बहुत अच्छे से काम नहीं करता कभी कभी छोड़ देता है परंतु फोन ऑल ओवर बहुत अच्छा है मैं सभी लोगों को यह फोन लेने की सलाह देता हूं धन्यवाद",1,0
2981,Narendra,"Mobile not good
Mobile lene k 15 din baad hi.. Uske loudspeaker m problem hone lgi... Aur 5-6 din baad hanging problem hone lgi....",0,0
2982,Namtullah khan,"awesome phone thnaks amezone
i love samsung ab jab redme ke hi parige me samsung mil raha haj to zabardsti ka add wala phone lene ka kya faida samsung lo",1,1
2983,Vinit pravin mehta,"Good phone, back cam best. Front not so good battery best
The product is good. Back camera bhot sahi hai jitna expected tha usey bhi aacha hai price range k hisab se lekin thoda sa upset front k sath hu, front camera ka quality itni aachi hai hai baki product aacha chal ta hai battery bhi aachi hai no heating issue. Hence Good product as per price.",1,1
2984,khushi s.,"Worst ever samsung phone
Guysssss its a humble request....plzzzzz do note down the reviews or glti se bhi ye phone mt lena since the first the phone is hanging so badly itna jada ki pucho mt 10sec bhi phone normal nhi chl rha 2 bar service centre se dikha k aa chuki ho. Not worth wasting your money fasss gye h lekr ab",0,0
2985,Amazon Customer,"बकबास फ़ोन, पैसे खड्डे में गए
Worst phone. एक दम बकबास है, स्क्रीन शॉट सिस्टम बहुत ख़राब है, स्क्रीनशॉट लेते समय अपने आप safe mode में चला गया, data डिलीट करने के बाद भी start nhi hua.ऊपर से lockdown, चार्जिंग बहुत slow",0,0
2986,Ram prasad sahu,"सैमसंग के मोबाइल के मेरे लिए बेस्ट रहते है।
ये सैमसंग का 5G का अच्छा मोबाइल है। मैं पहले सैमसंग का On 5 यूज करता था फिर सैमसंग का J7 max यूज किया अब ये M42 5G 8GB 128GB वाला मोबाइल यूज कर रहा हूं ।अभी तक मुझे सैमसंग के मोबाइल में कोई प्रोब्लम नही दिखाई दीआप भी ये 5G mobile ले अच्छी कीमत में बेस्ट 5G mobile है। मैं ने m12 भी घर के लिए लिया ये भी अच्छा मोबाइल है।धन्यवाद",1,1
2987,Ravi,"Badhiya aur tikau mobile
Badhiya aur tikau mobile pichle 6 mahine se use kar raha hu....best mobile....pls go for this",1,1
2988,Deepak gour,"Bekar mobile hai bahut jyada hang ho raha hai. Please apna paisa waste Mt krna dosto.
Is ki display bahut bear hai bilkul bhi Kam nhi krti hai mene service centre pe bhi is ko dikha liya fr bhi meri problem solve nhi hui or abhi isko 4 month hi huwe or is ka fingerprint bhi kharab ho Gaya mera suggestion to ye hai ki please aap Samsung ka koi bhi mobile purchase Mt krna dosto",0,0
2989,Nilesh Sudhakar Patil,"Samsung worst phone ever
ना तो dual app work करता है, second whatsapp data not showing second data, media file is मिसिंग, और तो और फोल्डर मे से फोटो अपने आप delete होते हे, samsung कंपनी solution not provide after 6 month, इसे तो चायनीज कंपनीया जलदी solution provide करती हे, please dont buy any samsung m series phone, total waste of money",0,0
2990,प्रमान्शु राय,"इस फोन में बहुत सारे प्रॉब्लम है
इस फोन में बहुत सारे प्रॉब्लम है चार्ज में लगाने के बाद फोन ऑटो ऑफ हो जाता है फिर उसे ऑन करने में घंटों लग जाते हैं मैं किसी को राय नहीं दूंगा कि इस फोन को परचेज करें और आप कभी भी आर्डर करें आपको सेकंड हैंड मोबाइल ही दिया जाएगा डिस्प्ले में डॉट रहता है बाकी बहुत सारे मल्टीपल प्रॉब्लम है फाइनली यह फोन नहीं लेना चाहिए",0,1
2991,Amazon Customer,"Don't purchase this model in samaung
Bakwas phone h kehne ko 6 gb ram h pr kissi km ki nhi or naya phone bhi koi or phone lene k liye replacement m M12 show hi nhi kr rha iska mtlb aap hi soche lo kaisa h sare phone k naam a rhe h M11 tk ka a rha h pr M12 ka kahi show nhi ho rha amazon p",0,0
2992,gopal jee,"Best
Mere phone m12 ka camera kharab tha amazon ne change ker ke new phone diya thank u amazon",1,1
2993,Aditya,"Waste of money because of battery
Battery life ek din bhi nahi hai, fas gaya ye phone le kar, 6000 mah battery sirf kahne ki hai, bina use k bhi bht tej drain hoti hai. Waste of money because of battery life. Face lock bhi kaam nahi kar raha, password daal kar hi open hota hai",0,0
2994,Akash srivastav,"Mota handset hai. Kaafi
Handset mota bahot hai thoda slim hona chahiye thaHaath mein pakde mein aisa lagta hai kisi ne etein pakd rakhi ho",0,1
2995,Mohit Joshi,"कैमरा
इस mobile का कैमरा बहुत ही बकवास हैं कम्पनी द्वारा बताये अनुसार इस फोन का कैमरा काम नहीं करता हैं इसमें first photo इस मोबाइल ki हैं व second photo मेरे realme 6pro ki cilck की हुईं photo हैं mujhe ye product बिलकुल भी पसन्द नहीं आया। मुख्यत कैमरा जो की बिलकुल ही Acha नहीं हैं।",0,1
2996,Rajesh v.,"it doesn't make me feel that I am using samsung's 48 megapixel camera. Pachta raha hu kharid ke .
I purchased it for 48 megapixel camera but it doesn't make me feel that I am using samsung's 48 megapixel camera. Pachta raha hu kharid ke . charger ki body bhi low quality ki h aur wire to aise lag raha h jaise lottery me nikla ho.",0,0
2997,prerna mathur,"sab achchaa nahi hai#nanacansay
this one works well at this price point instead of its camera, camera is like we are using a 3-4k range cam, worst picture quality.. bhai thoda bahut toh awkat mein rakho isko..MI 1s aaya tha MI Ka 1st phone 6000 mein uska front cam bhi iske back cam se achcha tha",1,0
2998,Ankur Sudhir Rao,"Good
Mastt phone hai",1,1
2999,SHIV BODH MISHRA,"Very bad 👎
कैमरा क्वालिटी बिल्कुल खराब है बैटरी भी अच्छे से चार्ज नहीं होती फोन भी काफी वजन है और मोटा है अच्छा नहीं लगता प्रोसेसर काफी लो है और जिस तरीके से कैमरा और बैटरी बताया गया है उस तरीके से यह चल भी नहीं रहा है मुझे लगता है कि शायद सक्सेस नहीं है",0,0
3000,Krashan kant,"Mabaile पैकेट से खुला हुआ मिला
The media could not be loaded.
 Charger नकली है 1 fut lamba charger kis company ka hita hai chor bajari ho rahi hai amozane par",0,0
3001,Yogesh Soni,"Hang problem :(
Mobile hang hota hai, wight bhut jyada hai ur camera ke auto focus me problem hai. Loudspeaker onn karne par awaj cleer ni ati. Total mila kar age se ni lunga samsung",0,0
3002,Sanjay kumar,"Price high this fhone
Price very high this fhone 12999 jayeda haiIs fhone ka Price 7999 ka hona chiye",0,0
3003,Omkar singh,"V bad
The media could not be loaded.
 मेरे प्यारे भाई तो ये मोबाइल मत खरीदना।",0,0
3004,Rajan K.,"wait jyada and gaming koi bhi ho hang hota hai. otherwise it worth phone bets hai
wait thoda jyada hai. regular use ke liye best hai. gaming ke liye not good. gaming mei hang hota hai. charging speed is slow but ek bar full charge hone par 1din se uper chal jata hai.",1,0
3005,Jay Prajapati,"Camera is very bad
ये मोबाइल कोई ना खरीदे वरना आपके पैसे पानी में जाएंगेक्यू की ये मोबाइल में इंटरनेट बोहोत स्लो चलता हैनेटवर्क भी बोहोत कम आता हैबोहोत घटिया मोबाइल हेकैमेरा भी बोहोत खराब है",0,0
3006,DHARM,"घटिया
सबसे जरूरी चीज़ सिग्नल स्ट्रेन्थ ही बहुत घटिया है इस फोन की न नेट चलता है न बात ठीक से हो पाती है। सरासर पैसे की बर्बादी है इस फोन को खरीदना।",0,1
3007,Namokar,"My experience note good
My first order Amazon Samsung m12 mera experience bahut bekar raha mera phone return be nahi keya ja rha muje es phone m battery problem and bezals par hitting problems a rahi hai",0,0
3008,Naresh Singh Meena,"Good & This rate is best phone
Phone is good aap agar is rate mein dusra bhi dehk sakta ho but phone this rate is best for 4 Gb 64 Gb",1,1
3009,saurabh sonkaria,"Not as looking
Cemra khaas nhi h or pilastic body h charge me bhi kaafi time lgta h",0,0
3010,Prashant V Hipparge,"Ye mobile ke camera me problem tha to ye vapid kar diya
Mobile acha hai par game bina problem wala milana chaihye.",1,0
3011,Kunal lot,"Bettery life acha he
Mobile acha chal raha he bad ka pta nhi 1 mahina ho gya camera jyada acha nhi he per bettery acha he fingers acha he. Mobile mota he jyada silki nhi he. 💯💯💯💯 But I'm happy 🎉",1,1
3012,Amazon Customer,"Ok
It's OK, some times नेटवर्क problems",1,0
3013,Prince Maddhesiya,"एक साल के अंदर ही फोन की बैट्री में खराबी आने लगी, फोन का बैट्री बैकअप बहुत कम हो गया है।
Within a year, the phone's battery began to come, the Battery Backup has become very low.एक साल के अंदर ही फोन की बैट्री में खराबी आने लगी, फोन का बैट्री बैकअप बहुत कम हो गया है।",0,0
3014,Neeraj,"Poor performance
samsung jaisi company se ye umid nhi thi battery 6000mh ke hai per kam 3000mh ka kr rhi hai jo soach ke liya tha vo to hai he nhi ab wapas krne me bhi bohot dikat arhi h",0,0
3015,HEERA LAL KUSHWAH,"बहुत अच्छा मोबाइल है।
बहुत अच्छा मोबाइल है,ऑनलाइन पढ़ाई करने के लिये मंगवाया है।",1,1
3016,RAJENDRA KARKI,"It is very nice maine khareed liya hai aap bhi kharido
Very nice",1,1
3017,Tripurari kumar,"Phone kam buget me bahut achha hai
Phone is very smoothly run.Battery life is good.Paise ka pura use.Bada phone hai badi battery haiLekin phone thoda mota hai aur heavy bhi",1,1
3018,Yogesh,"Maza nhi aaya bhai backwas hai koi mat lena
Camera front bekar hanging problem spekar me sound Tusar Kapoor weight intake Hai hath me lagatar nhi pakd skte camera faltu Haj aage piche dono",0,0
3019,ANIKET SOLANKE,"Value for money
Dosto ye mobile 10k to 13k price range. Me best he aur Amazon offer me 9.5 above price range main bhi mil skta he.",1,1
3020,Sonu ahirwar,"Superb phone
Bhut badhiya phone hai aap bhi buy kariye samsung company bhut badhiya hai battery bhi bhut achhi chal rhi h back camera bhut badhiya hai",1,1
3021,Ravikesh,"स्पीकर खराब हो गया है
स्पीकर खराब हो गया जबकी फोन को तीन माह पूर्व ही खरीदा गया है चार्जर भी सही कार्य नही कर रह है , amazon अधिक मुनाफा कमाने के चक्कर मे घटिया ओर खराब सामान को नया बताकर बेचती है , बचकर रहना",0,1
3022,Anand,"Best' phone in budget segment
ज्यादा तर हम फेसबुक, व्हॉट्सॲप, यूट्यब, our internet use करते है.... कितना भी महांगा फोन हो...इस्लिये ये फोन मस्त है.",1,1
3023,SUNIL KANT,"Average
कैमरा बहुत अच्छा नही है",0,0
3024,Tez Pandey,"Pin exiter tak nahi dete
Accessories ke naam pe kuch nahiExiter pin tak nahi dete.",0,0
3025,vishal,"Badhiya hai Guru😁
Bahot badhiya phone hai, battery to pure 2 din chalti hai heavy use karne par bhi, camera is phone mujhe achaa nahi laga baki sab to badhiya hai",1,0
3026,sk mubeen,"Bekaar cemera hy
Kafi bekaar piss hy aCamera kisika bhi.kaam ka ny hyBekaar Camera quality hyNaam ka 48 mp ka Camera hyKoi kaam ka ny hyA m12 samsung ke naam ko barbaad kiya hy",0,1
3027,vikas kumar,"Kabhi kabhi heng bhi karta he tach bhi Kam nahi karti he
Hang bhi karta he tach bhi thik se Kam nahi karti he",0,1
3028,parbhu gujjar,"कैमरा
The media could not be loaded.
 सैमसंग m12 कैमरा क्वालिटी नहीं है अभी बैटरी बैकअप अच्छा है इसका बहुत अच्छा मोबाइल सिर्फ ओन्ली फोर कैमरा क्वालिटी नहीं है",1,0
3029,Naman,"I like this mobile
Nice productCamera bhut mast h .Battery ka to pchdo hi na 2 din ka backup hKisi ko is tym phone lna h to ye lelo .",1,1
3030,MAHESH DATLECHA,"Fantastic phone
बैटरी फिंगरप्रिंट स्पीकर प्रोसेसर डिस्प्ले सारी चीजें बहुत अच्छे से मेंटेन की गई है लेकिन कैमरा थोड़ा सा कमजोर है लेकिन फिर भी बहुत अच्छा फोन है आप जरूर खरीदे",1,1
3031,MUKESH KUMAR,"फस गया हूं यार लेकर
फिंगर प्रिंट भी जल्दी काम नही करता बैटरी तो इससे ज्यादा 4230 mah realme का चलता था मेरा कैमरा तो पूछो ही नही कितना खराब है फस गया हूं यार लेकर",0,1
3032,mayur,"Network problem rehta he sim card naya dalne k bad bhi
Network problem rehta he new sim card dalne par bhi",0,0
3033,girish kothiyal,"प्रोडक्ट रिंफडेवल होना चाहिये ऐसा न होने पर अमेजन कम्पनी की प्रतिष्ठा पर प्रश्न चिन्ह लगता है .. ?
दुखद: अनुभव 😱😱रिफंड का विकल्प नही है जोग्राहक नियमो के खिलाफ हैचार्जिग केबल खराबप्रोसेसर बहुत धीमाकैमरा क्वालिटि 13 MP से भी कम",0,1
3034,Aditya Kumar,"Colour less ho rakha hai
The media could not be loaded.
 Phone mein colour ka koi pata nahin chalta hai colour dis colour Ho Gaya koi bhi photo saaf dikhai nahin deta hai",0,0
3035,Ravi khanna,"Samsang
Bettry kafi achi h",1,1
3036,pushparaj singh,"System problem
Fingerprint not working. Is issue ko Lekar order return nhi Kar the Hai. Bar bar restart ke liye system bol rha Hai.Mai kya kru",0,0
3037,Pathan Irfankhan A.,"NO Internet and slow phone.
so slow phone and internet to chalta hi nahi.phone me jaise internet ka option hai hi nahi.full network hai, 4G option aa raha hai lekin koi fayda nahi. NO NET.",0,0
3038,Adesh Kumar,"Waste of money
Finger tuch problemsSlow speedHang ho jana haiHang hi rahata haiWaste of moneyKoi bhi ye phone na purchase kare",0,0
3039,Armaan Khan,"Bakwas👎
Samsung ka koi bhi phone le lo same hi hai glti ho gyi 10000 karcha kr ke camera bakwaas hai",0,1
3040,Pankaj,"Normal phone से थोड़ा भारी है।
बाकी सब ठीक ठाक है।After two months use phone falling down and break display. I think in this phone no specific Glass protection like gorilla type",1,0
3041,Rathore todarmal,"10,000 ki range me best phone h .4/64
All round phone.Mene ye same 3 phone le liye 1 saal meIs range me sab se best phone h",1,1
3042,dilip kumar sharma,"Good product
The media could not be loaded.
 Mujhe to bahut pasand Aaya bahut Achcha hai",1,0
3043,HARI OM,"Hang की समस्या रहती हैं।
अगर हैंग ना हो तो मोबाइल एकदम सही है।",0,1
3044,Amazon Customer,"Very bakvas camera 48 mega pixel my foot
Very poor camera quality .bakvas camera quality.yeh galat he.48 mega pixel ka Chotha bhag bhi nahi he.humne socha make in India.and night mode to bilkul bakvas bakvas and bakvas.",0,0
3045,चेतन राज,"अच्छा है कीमत अनुसार
फिंगर प्रिंट सेंसर सही कार्य नहीं करता ।6000 mah के हिसाब से बैट्री लाइफ बहुत कम है रोज चार्ज करना पड़ता है",1,1
3046,Hiraa Singhh,"LML ( Le Mat Lena)
वजन बहुत ज्यादा है, चलता बहुत स्लो है। कैमरा क्वालिटी ठीक ही है। बैटरी लाइफ वजन के हिसाब से कम है। बस लेना नहीं चाहिये।",0,1
3047,shivkumar,"मुझे यह फोन पसन्द नहीं आया।
बैटरी बैक अप कमजोर है। कैमरों की क़्वालिटी भी बताई गई अनुसार अच्छी नहीं है। टच का ऑफ़सन गलत जगह होने के कारण बहुत घटिया अनुभव होता है",0,1
3048,Mohan Singh Gurjar,"Process bahut slow Hai.
Koi khas achha product nahi Hai.Video call bahut hi kharab hai.phone ya google pay me numbering kati hui aati hai. Video call bhut kharab hoti hai.",0,0
3049,Anil Kumar 74,"Camera quality is very very poor online shopping karne ka koi fayda nahi
bahut jyada kharab hai camera quality toonline Lene ka yahi to ghata hai kabhi bhi electric item lena hai to shop se lena hai",0,0
3050,Bhalani Priyanshu,"Ekdam ghatiya product hai
Kharidna hi mat iss mobile ko agar return karna hoga to koi ayega hi nahi aur baad me bol denge ki aapki return policy khtm ho gyi hai",0,0
3051,Jay Prakash,"फोन हैंग होता है
फिंगर प्रिंट सेंसर सही से काम नही करता है",0,1
3052,PAPPOO,"Best phone
Phone ki battery super hai.",1,1
3053,Rajedr gaur,"फोन बजट के हिसाब से ठीक है बट बहुत भारी है और मोटा भी है
मोबाइल तो ठीक-ठाक है बगैर बहुत बजनी है और आमतौर पर जो मोबाइल होते हैं उनसे काफी मोटा है",1,1
3054,anil kumar maurya,"चलाने में सरल और काल रेकॉर्डिंग की अच्छी सुविध है
काल रेकॉर्डिंग की सुविधा बहुत अच्छी है",1,1
3055,VISHESHANK,"Processor is not good
Theek hai par kuch khaas nhi laga",0,0
3056,Anis ashaikh,"Net work chode pakad karta he
M12.me maza nahi Aya he",0,1
3057,Dilip singh,"Best smart phone andar 10 k
Ret ke hisab se sab kuchh achha hai",1,1
3058,s mallaiah chary,"Eavarage
Eavarage",1,1
3059,kunal c,"Ph bhut acha hai Lakin thoda Mota hai
Very nice phone",1,1
3060,Pradeep meda,"बैट्री गुणवत्ता कम है
मोबाइल फोन बड़िया है पर बैटरी मै प्रॉब्लम है बैटरी की जितनी केफीसिटी 6000 के हिसाब से कम से कम 3 दिन चलना चाहिए लेकिन इतनी नही चलती ओर कैमरा कि गुणवत्ता कम है",1,1
3061,Akhilesh mishra,"Is mobile ka camera kharab hai is Kamre Ki quality acchi Nahin Hai
Is phone ka camera camera quality acchi Nahin Hai Main is phone ki jagah per Samsung Galaxy m12 car blue colour Lena chahta hun",0,0
3062,Raj Jain,"Good battery life
Mobile kafi accha h .. Battery life 2 days h normal use m .. camera quality bhi acchi h .",1,0
3063,Shivam Tiwari,"Mobile jhand hai 6gb ram hai isse accha 2gb ram hai anya company ka
Bhut kharab set hai paresan ho gye do din me hai 6gb ram Kam 2 gb ram ka brabar ka bhi nhi hai camera front bakwas hai 3gp purana you tube",0,1
3064,Dev Sharma,"Bad product
Camera क्वालिटी बहुत बेकार है।On करते हैं तो Samsung के लोगो की जगह Apple का लोगो aata h। रिटर्न की request डाली है देखते है अब कैसा आएगा।",0,0
3065,Mohd Aamir,"World Wrost phon
Koi mat lena ye phon camera quality bht jada khrab hai front camera to opn krte hi mood off blur photo leta hai sabse chutiya phon hai ye 5000rs tak hi thik hai",0,0
3066,Md Halim Ansari,"Badhiya hai
Like",1,1
3067,RAVI KUMAR MAURYA,"Camera bekar hi
Camera ke liye ye mobile thik nhi hi.",0,1
3068,Deepu kumar,"Camra quality sahi nahi hai
Fingar sahi hai lekin baitry bahut jaldi down ho jati hai,Camre ki gunwata bhi sahi nahi hai",0,1
3069,satish bhatt,"यह फोन मुझे मिला ही नही और ना एमेजॉन वालो ने पैसे रिटन किए
एमेजॉन के द्वारा यह फोन डिलीवर किया ही नही गया तो इसके बारे में केसे बताए , और ना मेरे रुपए वापिस कर रहे है ,",0,1
3070,Ashish,"Mobile not working
Mobile chalu nahi ho raha or customer Care vale koi sahi se javab nahi de rahe me to kahta hu ki Amazon valo ne fasa diya he",0,0
3071,Amazon Customer,"5 दिखा कर 4g Mobile purchase करवा दिया।
कैमरा का मेगापिक्सल काउंट 50 mp है पर फ़ोटो 10-12mp जैसी आती है",0,1
