,Unnamed: 0,Name,Review,Suggestion/Complaint
1345,1345,Bally,"
Great Buy


Most comfortable sandals ever. They are worn all year round and provide great underfoot support. Well worth the money.
",1.0
1346,1346,Sibs PALMER,"
Perfect!


I love my Birkenstocks- they arrived quickly and are amazing. My shoe size can vary from a size 4-5...with these i went with a 4 as a lot of customers were saying they went down a size...they fit perfect!
",1.0
1347,1347,m.wood,"
Five Stars


Comfy
",1.0
1348,1348,TC,"
Four Stars


Very pleased with my purchase.
",1.0
1349,1349,Shena E Boyle,"
Five Stars


Terrific! Have always loved these sandals.
",1.0
1350,1350,Amazon Customer,"
Five Stars


very happy with the product
",1.0
1351,1351,Karmen,"
Great fit and price!


Definitely recommend sizing down with Birkenstock shoes, I'm usually a size 3 and the 2 (EU35) fits perfectly!Also, great price as shops are selling this style for around £49, thanks Amazon!
",1.0
1352,1352,arnon erez,"
Sandals fit


Nice sandals fit well
",1.0
1353,1353,dovey48,"
M y husband has only even wearing birkenstocks for a ...


M y husband has only even wearing birkenstocks for a couple of years now, but wishes he ha worn them years ago.
",1.0
1354,1354,himmer,"
Love them and will buy another pair when my old ...


Had several pairs over the years. Love them and will buy another pair when my old one is worn out.
",1.0
1355,1355,colin gerard murphy,"
Four Stars


Lovely sandal
",1.0
1356,1356,M. Y.,"
Birkenstock Men's Arizona Greased Leather Open Toe Sandals


The previous ones lasted 10 years!  Love them!
",1.0
1357,1357,Pamdun,"
sizing issues


too wide
",0.0
1358,1358,Ruth,"
Five Stars


I love them
",1.0
1359,1359,janina turner baugh,"
Four Stars


Very comfortable
",1.0
1360,1360,Ian Sharples,"
Five Stars


Great
",1.0
1361,1361,Amazon Customer,"
Four Stars


good shoes but they come up on the large side
",0.0
1362,1362,robin,"
Five Stars


excelent
",1.0
1363,1363,JB,"
Comfy clogs


I'm really happy with these Birkenstocks because they are very comfy and can double up as slippers in the winter too - excellent!
",1.0
1364,1364,Lorry,"
Love


True to size.  Love them
",1.0
1365,1365,marie prett,"
great


Great service and lovely product. Very good value. The moulded sole took a bit of getting used to but are now really comfortable.
",1.0
1366,1366,sergiodf,"
Amazing


These sandals are incredibly comfortable and resistant, I used them for the whole summer. Make sure you check the size properly.
",1.0
1367,1367,lindacrowley,"
Three Stars


fit okish
",0.0
1368,1368,Uri Silberstein,"
Usually I wear 44 (European size) and after consulting your ...


Usually I wear 44 (European size) and after consulting your size chart, I decided to order the 43 size and it's still too large for me :-(
",0.0
1369,1369,alan norton,"
Very quick service.


Needed and got foot protectors .
",0.0
1370,1370,Ruth,"
Five Stars


Just as good as the last pair!
",1.0
1371,1371,vassilios,"
Five Stars


The best quality
",1.0
1372,1372,gillian murphy,"
Quick delivery 👍


speedy delivery . good price
",1.0
1373,1373,Annette Peters,"
Great that Birkenstock now have fittings for people with narrow feet!


I have flat and narrow feet...and now Birkenstock have got a slim width clog which is perfect! have lived in them all summer!
",1.0
1374,1374,KIMacca,"
Too small


These arrived on time and I found hey were slightly too small. Returned to Amazon without any issues and repurchased a size larger.
",0.0
1375,1375,chris,"
Five Stars


Great item. Very comfortable. Fast delivery
",1.0
1376,1376,catherine wright,"
Great look. Had read that you need to break ...


Great look. Had read that you need to break birkenstocks in then they soften up and mould to your foot he thinks this is true and is wearing them around the house at the moment.
",1.0
1377,1377,Gai,"
Good quality


Not for wide foot
",1.0
1378,1378,Miss Lisa Parry,"
... of Birks for a while and these did not disappoint. Look great on


Have been after a pair of Birks for a while and these did not disappoint. Look great on, although I did order a size smaller than usual as advised. Super quick delivery too!
",1.0
1379,1379,Peter Miln,"
Comfort!


I have worn Birkenstock for most of the year since retiring to Spain thirteen years ago, and have never felt so comfortable with my feet.
",1.0
1380,1380,davco,"
Birthday boy happy


The recipient of these quality sandals has had a pair for a number of years. Still usable but a little scruffy!!
",1.0
1381,1381,Dr. M. Krissdottir,"
I wear a size 3. For some reason Birkenstocks ...


I wear a size 3. For some reason Birkenstocks have stopped making size 3. I had to try 3.5 which was too large. I suspect 2.5 would be too small.
",0.0
1382,1382,r f,"
Five Stars


Perfect, as described
",1.0
1383,1383,Flossy8,"
Highly Recommend


Great price and fast delivery. Have a couple of pairs of these and really find them comfortable to wear. I go down a size as they can be generous fit.
",1.0
1384,1384,Mrs. Barbara Johnson,"
Five Stars


so stylish and a the size is always spot on so you can trust buying online
",1.0
1385,1385,Mrs P.,"
Lovely comfortable sandals. I ordered a size smaller & the ...


Lovely comfortable sandals.  I ordered a size smaller & the slim width after reading previous reviews and the fit was perfect.
",1.0
1386,1386,Jenna Reynolds,"
Five Stars


Absolutely love these. They're really comfortable and look great, I'm soon to buy a second pair for my sister.
",1.0
1387,1387,KATE,"
my third pair (over several seasons)


these are the most comfortable sandals ever - I tend to live in them over the summer!  Cheaper too, than on the High Street.
",1.0
1388,1388,Tiberius,"
Five Stars


Great shoes. Arrived very fast
",1.0
1389,1389,Elizabeth Campiglio,"
Perfect Walking Sandals!


Very comfortable. I recommend a leather conditioner to soften the new leather before wearing. Runs moderately large. I strongly recommend Birkenstock models for a comfortable fit for the wider foot.
",1.0
1390,1390,Amazon Customer,"
It was comfortable, when I put it on my leg


It was comfortable, when I put it on my leg , but unfortunately, the size is too large for me, and I cannot walk with it.
",0.0
1391,1391,Heather,"
They don't feel at all like the pair I bought at a store


I'm not sure if these are real. They don't feel at all like the pair I bought at a store. The arch is completely different and they're nowhere near as supportive
",0.0
1392,1392,avemis,"
This is good enough recommendation


3rd pair in the last 20 years. This is good enough recommendation.
",1.0
1393,1393,marlene,"
5 stars


I really love them...I like the color, the rigth size, the confort!I don't like...I really just have likes.I would recomend to all the ladys who like to keep confort and style at the same time!
",1.0
1394,1394,suki,"
Five Stars


Perfect fit
",1.0
1395,1395,Amazon Customer,"
Birkenstocks hit the spot


Delivered early and I am delighted with my first pair of birkenstocks. They are so comfortable and seem to massage the soles of my feet as I walk.
",1.0
1396,1396,Edgars,"
on first impression they fits perfect, but after 5 minutes I found these sandals ...


on first impression they fits perfect, but after 5 minutes I found these sandals too firm. But that's because of me
",0.0
1397,1397,Mrs. Diane M Ogden,"
husband very pleased with them


Arrived quickly, husband very pleased with them.
",1.0
1398,1398,miss vl cornish,"
Five Stars


Really impressed with these!! Will defo be back to order more soon! Thx
",1.0
1399,1399,eurodene,"
Quality sandals


Excellent! My second pair of Birkenstocks, and extremely comfortable.
",1.0
1400,1400,Belinda May,"
Five Stars


Pekrfect
",1.0
1401,1401,Anna Sutton,"
comfy shoes


I ordered 2 sizes & the size 38 fitted fine
",1.0
1402,1402,neil ackroyd,"
Five Stars


Got these on a warehouse deal and very pleased with them at the price I paid (£15).
",1.0
1403,1403,vincent denning,"
Five Stars


Well fitting and very comfortable. Would recommend to anyone wanting a comfy slipper.
",1.0
1404,1404,Amazon Customer,"
Very nice


Very comfortable , have worn these for years , being a size 9 I have learnt to order two sizes smaller so size 7 is perfect
",1.0
1405,1405,Pen Name,"
Five Stars


Great service will be buying more
",1.0
1406,1406,Mrs. J. Porter,"
Four Stars


Nice sandals but too large
",0.0
1407,1407,Amazon Customer,"
Five Stars


Once you get the right size they are great. Love them.
",1.0
1408,1408,Dan Pusta,"
Amazing quality and very comfy !


Best ever. Excellent service too!!
",1.0
1409,1409,Callie Chen,"
I love birkenstocks; they're so comfortable


I love birkenstocks; they're so comfortable. All Birkenstocks tend to run a little big so I always get the size down. I'm a 7.5 US and I got a 6 US
",1.0
1410,1410,Ms. Lynn,"
Excellent Service


Delivered within 24 hours of ordering!  Amazing service.  Quality shoes and a great fit.
",1.0
1411,1411,R Smith,"
Too large but quick delivery


Love these but they are definitely far too  large and wide, and I have a wide foot! I paid for next day delivery around 9pm and it arrive 8.30am the next day, brilliant. I will be returning them.
",0.0
1412,1412,Natasha,"
👍🏻


style is cool, the size is right, color is nice
",1.0
1413,1413,euwol,"
I won't recommend.


Too hard, wore for 4 hours couldn't walk afterwards, feet numb for a day after. I won't recommend. O
",0.0
1414,1414,Penelope Phillips-Howard,"
Perfect


perfect fit and exactly as shown online, with rapid delivery
",1.0
1415,1415,s barrett,"
fab summer shoes


My husband loves the shoes, however he has smsller feet then I thought. Had to change them for a size42
",1.0
1416,1416,david south,"
Five Stars


Great
",1.0
1417,1417,Amazon Customer,"
Five Stars


Service excellent and fit perfectly.
",1.0
1418,1418,Isabella,"
Two Stars


Shoes come up very big so had to return and go 2 sizes down
",0.0
1419,1419,Gwenda Forsdyke,"
Great


As always great fit and very comfortable. Uses are endless especially in the summer for beach and pool etc. Highly recommend.
",1.0
1421,1421,D. J. Reynolds,"
Birkenstock mule sandels


Excellent . . Great fit,  Quick postle service.Have purchased before. Thats why I bought another pair. I have R.A. in my feet.
",1.0
1422,1422,Garry Smith,"
As good as expected


Great quality sandals, as expected from Birkenstock
",1.0
1423,1423,Lucianna,"
great shoe


I saw these shoes in the sale and thought they were a good bargain. You may have to compromise on colour choice to find your size at the sale price. I
",1.0
1424,1424,Maggie Kislingbury,"
Five Stars


Very pleased with them, perfect fit and exactly what i expected
",1.0
1425,1425,hopper,"
Great!


Everything perfect, as described, delivered quickly
",1.0
1426,1426,Amazon Customer,"
have had the same item previously over a period of time all Birkenstock have been good value fore the


the item was delivered on the time stated.  have had the same item previously over a period of time all Birkenstock  have been good value fore the money
",1.0
1427,1427,SusieG,"
Two Stars


Too big though my usual size. Had to return.
",0.0
1428,1428,Emh,"
Wonderful.


Perfect fit, slim width. First time wearing Birkenstocks but walked 3 miles first day & comfy all the time. Extremely good price.
",1.0
1429,1429,Amazon Customer,"
Reliable


Never disappointed when purchase a new pair of Birkenstock
",1.0
1430,1430,Ken,"
Good value


Comfortable from the start. Relatively easy to adjust. Surprisingly warm - the sole retains heat. Be careful about the size you order. I followed previous advice and it worked .
",1.0
1431,1431,Elaine,"
Good quick service


Lovely sandals so comfortable
",1.0
1432,1432,Amazon Customer,"
Good quality


Great
",1.0
1433,1433,Reyna Smith-Rutter,"
Great


Very very comfortable, fast postage and great quality for a good price. They are slightly on the large side but the buckles have multiple holes that can be used to make them tighter.
",1.0
1434,1434,S. Paschoud,"
Good fit and very comfy


I already have a pair of Birkenstock Arizona but wanted a different colour. This speaks for itself.
",1.0
1435,1435,Mrs. A. Stileman,"
Five Stars


Very comfortable - great for indoors and outdoors
",1.0
1436,1436,Joanna,"
Love them <3


I love them. They are my first but surely not last. I usually wear 38. I bough 37 slim widht unisex and it fit perfectly. I can't wait for summer again!
",1.0
1437,1437,Toby Field,"
Love my birks


Quick delivery, very happy.
",1.0
1438,1438,Katherine,"
Perfect fit


Lovely 😊
",1.0
1439,1439,Kalyani Mehta,"
Five Stars


Great!!
",1.0
1440,1440,Lisa Libertucci,"
Great!


My hubby lioved them. Fit is great although they are quite wide and the insole area takes a little to get used to!
",1.0
1441,1441,Eva couto,"
White Birks


Great quality. Very comfortable. Fantastic price. I love these shoes plus they go with everything.
",1.0
1442,1442,Poppy Hope McKinnon-Evans,"
Wonderful shoes, incredibly impressed with the price - very ...


Wonderful shoes, incredibly impressed with the price - very hard to find Birkenstocks for under £50. Always buy a size smaller than your regular shoes as you want a snug fit!
",1.0
1443,1443,SCW,"
VERY PLEASED!


Great! Arrived in US w/in one week.Granddaughter wears a US 8 narrow, so U.K. 5/EU 38 fit perfectly.
",1.0
1444,1444,mrs j kozakiewicz,"
Four Stars


Had to move buckles to last hole but otherwise they seem fine
",1.0
1445,1445,wendy lumley,"
My Birkenstocks


I love my Birkenstocks.  They are so comfortable, I wear them all the time, for work, going out. walking the dogs. I would recommend them to all my friends and family.
",1.0
1446,1446,JO 71,"
Birkenstock sandals


These are a really comfortable pair of sandals.I've walked for miles in them and would definitely recommend them.A great buy!
",1.0
1447,1447,Mrs Angela Wylie,"
Five Stars


Thank you! Perfect
",1.0
1448,1448,Pauline R.,"
Too large


Lovely sandels, i always take a size 38/5 but these were far too big, therefore had to return them!
",0.0
1449,1449,Kanuto,"
The item is moderately big how can i change the ...


The item is moderately big how can i change the item if  theirs no  return paper. I just want to change the  size from 37 to 36..
",0.0
1450,1450,Rie Jensen,"
Nice


I am a 38 but 37 fit me better. I tried Them first in a shop. Everyone should buy Them 1 size smaller
",1.0
1451,1451,Senka303,"
Kinda disappointed.


Width not indicated so I purchased it thinking that it wd be regular; but turned out to be narrow.  Kinda disappointed.
",0.0
1452,1452,vic hudson,"
Excellant!


Top marks for delivery! arrived as promised in 2 days. I would agree with other reviews that the sandals are larger than the normal standard fit and recommend you order a size smaller than you normally take.
",1.0
1453,1453,Candice,"
... shoes within the estimated delivery time and am extremely happy with them


Received the shoes within the estimated delivery time and am extremely happy with them. They fit perfectly.
",1.0
1454,1454,Marko Effenberger,"
Fair Price


Good Quality
",1.0
1455,1455,MRS S A WYTHE,"
Four Stars


Excellent delivery and product
",1.0
1456,1456,Sue Sharpe,"
Good price for leather uppers


Good price for leather uppers. Nearly all others I've looked at have been synthetic (Birkoflor), for a very similar price.
",1.0
1457,1457,mary harris,"
One Star


far to large size 5 was like size 7
",0.0
1458,1458,mr A Wilkinson,"
Five Stars


Perfect fit and prompt delivery.
",1.0
1459,1459,Alessandro Muscarà,"
Extremely Satisfied


Everything perfect
",1.0
1460,1460,Byron,"
Pick a size smaller


I purchased size 9 and im size 10 and they fit perfect
",1.0
1461,1461,Gen,"
Five Stars


Super quick delivery and the product was perfectly as described.  Happy customer!
",1.0
1462,1462,Barbara Holmes,"
Birkenstock clogs


Good service, fast, reasonably priced.  Only problem had to re-do my order a number of times, it is not very clear which width size to order, but got there in the end.
",0.0
1463,1463,David,"
Cushion footbed is a winner!


I am a long time Birkenstock sandal fan. The cushioned footbed has taken this product to an even higher level. I am also delighted with look of the smooth leather as well as its comfort.
",1.0
1464,1464,P. Russell,"
For all ages


Fit is comfortable, looks so stylish
",1.0
1465,1465,mark lewis,"
Four Stars


Very good value
",1.0
1466,1466,claire c,"
good value for money


Bought a pair for hubby to replace a pair he had so already knew what size to get . They were delivered quickly and were a perfect fit. Very good quality product and half the price of most sites.
",1.0
1467,1467,A M Berry,"
Four Stars


Works for me.
",1.0
1468,1468,AJ,"
Big feet in Germany?


Such a hassle, bought size 9.5 and they fitted like a pair of 11's, so returned.
",0.0
1469,1469,JRT,"
High quality sandals.


Excellent buy.
",1.0
1470,1470,Hazel H.,"
Five Stars


Great for summer.
",1.0
1471,1471,Amazon Customer,"
Great Birky's


My 5th pair to date
",1.0
1472,1472,simon,"
Five Stars


great
",1.0
1473,1473,Kine Eirin Refseth,"
I'm always size eu 37 but bought size eu 36 and I'm happy I did


After reading the reviews I chose to buy the Birkenstock in one smaller size than I normally use and it fitted perfectly. I'm always size eu 37 but bought size eu 36 and I'm happy I did :)
",1.0
1474,1474,Jing Sun,"
I normally wear EU 35. 5, based on ...


I normally wear EU 35.5, based on the reviews I ordered EU 35 slim, and they fit perfectly! For women who have small and narrow feet, order half size down :)
",1.0
1475,1475,tcfoxy,"
Four Stars


comfortable fit
",1.0
1476,1476,Peter M.,"
Exactly as described Very pleased with item and delivery Thanks


Exactly as describedVery pleased with item and deliveryThanks again
",1.0
1477,1477,christopher lowe,"
Five Stars


Fit great
",1.0
1478,1478,duffer,"
perfect fit


Product as stated and good value for money.
",1.0
1479,1479,Maureen Adsley,"
... would order a size down next time but extremely comfortable.


A bit on the generous side and would order a size down next time but extremely comfortable.
",1.0
1480,1480,elaine mullin,"
Four Stars


yes there were great, great delivery no problems.
",1.0
1481,1481,Alexandra Jimenez,"
Confort


Package was VERY damage!
",0.0
1482,1482,MR P DEIGHTON,"
I wouldn't choose any other!


Having had my previous Birkenstaocks for nine years it was an easy decision to buy the same again.I do a lot of walking on holiday (usually city breaks) and these are perfect for anything like that!
",1.0
1483,1483,Sapeda Gorji,"
Authentic


Cute, comfortable...worth it!!
",1.0
1484,1484,Dizzydancer20,"
Five Stars


Another great pair of Birkenstocks, fit well, comfortable from the off. Fast delivery. Happy!
",1.0
1485,1485,Naomi Gittens,"
Five Stars


I love them, comfortable and they go with everything!
",1.0
1486,1486,Coralie Stebbings,"
Brilliant value. I read everyone's reviews about getting one ...


Brilliant value. I read everyone's reviews about getting one below your normal shoe size with them being unisex and wasn't sure what to do but so glad I did because they fit they perfectly!
",1.0
1487,1487,Matthew Bilal,"
Everyone needs a pair of Jesus Sandals


Been rocking these since the late 80’s. Classic
",1.0
1488,1488,llitely,"
Not slim..


Had to return as not what was stated. Mistake on website, they do not sell slim width birkenstocks. No problem with returning though.
",0.0
1489,1489,James N. Garner,"
love it


great brand - comfortable
",1.0
1490,1490,Eileen Powell,"
Five Stars


Color a little dark expected a lot liter more stone colour.
",1.0
1491,1491,Alfie Mackay,"
Excellent delivery.


The order wasjust what I wanted
",1.0
1492,1492,Kay Clark,"
Just what my daughter wanted!


They arrived promptly and fitted perfectly.
",1.0
1493,1493,myers,"
Great


Everything fits great!
",1.0
1494,1494,Maripi,"
Love them! I bought size 38EU


Love them! I bought size 38EU... they came in narrow width, they fit perfectThey arrived before I expected them.
",1.0
1495,1495,Barbara Heeley,"
they are narrow fitting but fine


loved the colour and they are comfortable
",1.0
1496,1496,jo dean-waters,"
Five Stars


As expected, fit, size, comfort what more can I say!
",1.0
1497,1497,Tracey W.,"
Five Stars


Great
",1.0
1498,1498,Pichao,"
Product review


the product is good quality, recommending to try it
",1.0
1499,1499,colin scott,"
Five Stars


Best sandals ever
",1.0
1500,1500,Grande fkiakas,"
Amazing product/ delivery


♥️ the fit was lovely thanks!!!!!
",1.0
1501,1501,Kindle Customer,"
Exactly what I wanted


This product is exactly what I wanted and it was sent efficiently and quickly...very good.  I can thoroughly recommend it
",1.0
1502,1502,Gabi,"
Five Stars


Very good footbed as expected.
",1.0
1503,1503,peter jackson,"
birkenstock clogs


EU39 = size 6, but these clogs were much to big for my wife who takes a size 6.probably because they're unisex, but thought they were good value for the right person.
",1.0
1504,1504,Clive Warburton,"
Excellent and well worth the price


Love colour; seem very well made.  Reassured by track record of Birkenstock.  Should be ready to walk miles in them later in year.
",1.0
1505,1505,l atherton,"
Birkinstock Shoes


Ordered two pair of Birkinstockthe same size, had to open the strap on one pair. Still a comfortable shoe to wear, a good product .
",1.0
1506,1506,Chee,"
Fit is good and the sandals are comfortable


Delivery was prompt for overseas delivery. Fit is good and the sandals are comfortable.
",1.0
1507,1507,Margaret brown,"
Five Stars


Good
",1.0
1508,1508,tina davidson,"
Colour more green than stone


Good fit - took a smaller size as advisedColour was stone but more green than stone...however overall happy with sandals
",1.0
1509,1509,Amazon Customer,"
Five Stars


great funky shoes love them.
",1.0
1510,1510,Amazon Customer,"
Comfortable


Exactly my size and colour I want it. Very comfortable
",1.0
1511,1511,j.kilburn,"
Arrived promptly. Fitted as expected.


Arrived promptly. Fitted as expected. Birkenstocks do tend to be big so I tend to buy a smaller size than I would expect to wear with other shoes
",1.0
1512,1512,gaby hobson,"
excellent product, the dog ate them before i could ...


excellent product ,the dog ate them before i could wear them ....so will have to get some more ....any chance of a discount ?
",0.0
1513,1513,James Clarke,"
Five Stars


5 star's
",1.0
1514,1514,lee waller,"
Size not quite right


Same size as my other birkenstocks but these are slightly larger
",0.0
1515,1515,Nuno O'Neill,"
Five Stars


Birkenstock is a product that I love and these Arizona fit as expected.
",1.0
1516,1516,Soraia Da Cunha Jeronimo,"
Four Stars


I love them!
",1.0
1517,1517,Charlotte Barker,"
fantastic


Great product. Had to buy new as my old ones had given up the ghost! But for this price they're great!
",1.0
1518,1518,Jane B.,"
Perfect sandals


Great comfy shoes
",1.0
1519,1519,Heather White,"
Rating for Birkenstock sandals


They were a christmas present and for a family member and he is very pleased with them.They arrived in good condition and in good time
",1.0
1520,1520,annie bertin,"
big boats


Buy 2 sizes down.
",0.0
1521,1521,A D Williams,"
Three Stars


Not quite as good a finish as my previous pair.
",0.0
1522,1522,Peter P.,"
Love the shoes


Love the shoes, but need a size 5.5 in suede taupe - will this be coming back into stock soon??
",1.0
1523,1523,Krishna A.,"
Five Stars


Great product and competitive price
",1.0
1524,1524,TeeKay,"
Three Stars


Ok
",1.0
1525,1525,Ben,"
Super


Fantastic. This is a leather soft footbed Birkenstock which retails at over £80. Excellent value purchasing from Amazon.Great product - very comfortable.
",1.0
1526,1526,J. Williams,"
Four Stars


Love them
",1.0
1527,1527,valerie morrison,"
Perfect


Excellent buy, excellent quality, perfect style, perfect fit, good price!  I have ordered a second pair and recommended to friends.
",1.0
1528,1528,Jayne Salt,"
Five Stars


A great quality however the sizing was difficult to judge. Choose  1 size smaller as a guide.
",1.0
1529,1529,Sarah connolly,"
best sandall about


never fail the trust birkos!
",1.0
1530,1530,Roger Dominic,"
Five Stars


My last pair lasted 15 years.
",1.0
1531,1531,Nich,"
Four Stars


Birkenstock are Birkenstock but this model is larger
",1.0
1532,1532,Elaine McGiven,"
Birkenstock sandals


My husband has been wearing your sandals for years and been very pleased with them. He finally talked me into trying them myself and I am very pleased with the fit.
",1.0
1533,1533,michael mc laughlin,"
my sandals i purchased.


love my sandals bought the wife a pair also really comfortable. hope they last as long as my last old pair.
",1.0
1534,1534,Amazon Customer,"
Have had previous purchases and I have always been satisfied with


The product is as expected.  Have had previous purchases and I have always been satisfied with them
",1.0
1535,1535,Natalie,"
Five Stars


Love them!
",1.0
1536,1536,Eitan Shteinberg,"
Five Stars


I am 44 and ordered 43 because I knew it was a size smaller and it fits perfectly.
",1.0
1537,1537,Hanna,"
Lovely Birkenstocks


Lovely Birkenstocks havnt stopped wearing them since they arrived . :)
",1.0
1538,1538,Janine Mudd,"
Five Stars


Lovely comfortable sandals. Had to order size smaller as they are big fitting.
",1.0
1539,1539,Jeremy Peter Martin,"
Prompt arrival, no fuss. Great!


Great product!
",1.0
1540,1540,Jennifer Hughes,"
love them


very good service
",1.0
1541,1541,Smandar Benny,"
Five Stars


Very good. As aspects
",1.0
1542,1542,Amazon Customer,"
Not leather!


Description states outer material is leather- received synthetic. Waste of time- returning.
",0.0
1543,1543,isabellondon,"
and they fit perfect. So remember to order one size smaller than ...


i m a 39 but ordered 38 because i read other readers review that they are quite large, and they fit perfect. So remember to order one size smaller than your real one
",1.0
1544,1544,wendy hooper,"
Massive !!


These are very much on the large size.
",0.0
1545,1545,Faye.m,"
Five Stars


Great fit, good price for birks, definitely recommend
",1.0
1546,1546,Julie h.,"
One Star


Too big and bulky sent them back
",0.0
1547,1547,Nick Riley,"
Fine now they are run in


Thought I might have been sent narrow by mistake but they seemed ok.Fine now they are run in.
",1.0
1548,1548,Maria Flannery,"
Really cool sandals, and quirky in the white colour


Paid attention to the reviews and sized down. They fit perfectly in a size smaller than expected. Really cool sandals, and quirky in the white colour. Would recommend
",1.0
1549,1549,Rob,"
Good service


Great product and service
",1.0
1550,1550,carrie,"
Five Stars


Greatthanks
",1.0
1551,1551,Debby Hollis,"
Best thing to walk on


These were bought to replace an old tired pair of much loved sandals, and they didn't disappoint,  my husband is a very happy chappy.
",1.0
1552,1552,john william parklnson,"
Five Stars


Very good
",1.0
1553,1553,Amazon Customer,"
Five Stars


Fab quality item.
",1.0
1555,1555,mr G LOXTON,"
Five Stars


As described
",1.0
1556,1556,Kerry J McGeever,"
Five Stars


exactly as hoped for. x
",1.0
1557,1557,Mr H.,"
Three Stars


Would have been helpful if they had stated if normal or wide fitting...
",0.0
1558,1558,algy s,"
Sandals are go !


Bought these for the wife, old ones lasted about twenty years, hope these do the same. Wife says they are very comfortable.
",1.0
1559,1559,Amazon Customer,"
Five Stars


I am a Birkenstock fan and my delivery meet my expectations
",1.0
1560,1560,RK,"
good for your knees


its very light and will also to an extent relieve your knees,i replaced the earlier pair which i used for last 4 years
",1.0
1561,1561,Steve Houghton,"
Five Stars


Bought for my wife, who loves them, they fit perfectly and are really comfortable
",1.0
1562,1562,Rasmus Christensen,"
but now its perfect.


Needed to wear them a couple of times to make them fit, but now its perfect.
",1.0
1563,1563,Amazon Customer,"
Five Stars


great price
",1.0
1564,1564,Edison Herbert,"
The seem strong and comfortable. They were recommended highly so thought I'd try ...


The seem strong and comfortable .They were recommended highly so thought I'd try them out. S
",1.0
1565,1565,Jo W,"
Five Stars


As expected prompt delivery
",1.0
1566,1566,Madcol1515,"
Five Stars


Very nice sandal and fits lovely too my shoe size ? Thank you Colin
",1.0
1567,1567,Sherif Saad,"
very good


its very good
",1.0
1568,1568,Katrina,"
Five Stars


Excellent!
",1.0
1569,1569,Kate,"
Good!


I have bought these clogs for my husband and he finds them very comfortable. Good quality and affordable price. I recommend!
",1.0
1570,1570,Anne M,"
Quality footwear


An excellent product as always. Comfortable and hard-wearing
",1.0
1571,1571,A.C,"
Great Quality, Runs a little large


Would buy again
",1.0
1572,1572,Anne,"
Five Stars


Superb sandals comfy stylish perfect.
",1.0
1573,1573,Amazon Customer,"
Five Stars


husband delighted too
",1.0
1574,1574,Janet,"
Quick delivery. Great value


Just what I wanted and at cheapest price
",1.0
1575,1575,Greg.,"
Good quality well priced product


Bought for my partner. Great price great product.
",1.0
1576,1576,mary pegg,"
Four Stars


Birkenstock as expected,cdomfortable and hard wearing
",1.0
1577,1577,Amazon Customer,"
Three Stars


As described.
",1.0
1578,1578,antony,"
Five Stars


Very comfortable ready for my holiday to Jamaica.
",1.0
1579,1579,Amazon Customer,"
Five Stars


Glad I got them took a little time to adjust but fine now
",1.0
1580,1580,Amanda West,"
Happy with my purchase


Good product. Arrived on time ans as described
",1.0
1581,1581,keith,"
Five Stars


Same as the ones I wear now for
",1.0
1582,1582,Brittni Jones,"
Five Stars


i bought a size smaller as recommended and they fit great.
",1.0
1583,1583,Amazon Customer,"
excellent service and product.


Excellent, arrived the following morning & the fit wad perfect. Will be buying again from this seller, it was so easy.
",1.0
1584,1584,Meilir,"
Birkenstock Arizona Stone


Superb quality, quick delivery, excellent price!I would thoroughly recommend these sandals, very supportive and comfy.They are a genuine pair of Birkenstock
",1.0
1585,1585,natasha hale,"
Two Stars


Advertised as regular fit however they are actually narrow
",0.0
1586,1586,Linda K Torstensson,"
Comfortable and supportive


My 3rd pair in over a decade, ideal foot support (great for bad backs as well) and as comfortable as a pair of slippers. Size down rather than up for perfect fit.
",1.0
1587,1587,Gabriella,"
Great Product


Great product. I was told before to order a size down from my usual size (so size 4 instead of size 5) and it fits great. Quick delivery.
",1.0
1588,1588,Amazon Customer,"
Five Stars


Great quality.
",1.0
1589,1589,ALEX EDGHILL,"
A must have.


I have always worn these clogs, comfortable well made - were them indoors as they are so comfortable would be lost  without them
",1.0
1590,1590,Fausto Agostoni,"
Five Stars


very comfortable and durable would buy over and over again
",1.0
1591,1591,LYNNE SPILLANE,"
still spot on.


as I have worn Birkenstock for many many many years was interested to learn you can get them repaired. Mine never have needed to be fixed.
",1.0
1592,1592,Gordon Mackintosh,"
Five Stars


Great sandals. I ordered 1 size smaller than my normal UK shoe size and they fit perfectly.
",1.0
1593,1593,Amazon Customer,"
Five Stars


Great sandals
",1.0
1594,1594,Rachel Ferguson,"
Five Stars


Quick deliver, true to size.
",1.0
1595,1595,Tony Savage,"
... this make since the 80s brill make could not recommend enough cannot fault at


Fit perfectly now the 4th or 5th pair been wearing this make since the 80s brill make could not recommend enough cannot fault at all
",1.0
1596,1596,hannah simpson,"
Five Stars


Love them 😍
",1.0
1597,1597,perico,"
Five Stars


great
",1.0
1598,1598,spiderwoman,"
A great buy


I bought these for my daughter to replace a pair that had worn out and they came up to scratch yet again. A very good buy.
",1.0
1600,1600,Amazon Customer,"
Five Stars


Have been wearing Birkenstock for the last 20 years love them
",1.0
1601,1601,Jodie,"
PERFECT


Exactly as described, I tried on in a shop first to get perfect sizing. Very comfortable too, and great for summer. Slim fit should always be considered!
",1.0
1602,1602,paul,"
Five Stars


Very happy with delivery and product
",1.0
1603,1603,Pedro,"
Great product. My only comment is that this model ...


Great product.My only comment is that this model does not have soft footbed
",0.0
