,Name,Review,Suggestions/Complaints
379,Samar Gupta,"
Nice upgrade with voice and power controls



  Nice upgrade with voice and power controls

",1
380,Samyuktha,"
Everything is good except the free zee5, sonyliv ect.



  Device works perfect and Alexa makes it easy to search the content. Just the user interface is little complicated.Zee5 , Sonyliv ect free subscription are not working . When I try to contact Amazon, I couldn’t find any cust support number. Due to this issue giving 3 stars. If anyone knows how to activate the free streaming channels please help me.

",0
381,Anup Bokil,"
Top notch!!



  Best gadget I have purchased ever!! Converted my 10 yrs old LCD TV into Smart TV! Running flawlessly.. Fire TV app makes life even easier.. Also I can use my Bose bluetooth headset and speaker with it ! Can't get any better than this!

",1
382,Sandeep ps,"
Awesome !!



  Got it on offer for the price of 2399..Picture clarity is awesome and the dedicated buttons for apps are a huge advantage. Installation and update went smoothly.Working perfectly with my non android 55"" VU tv.

",1
383,Sanjeet Jain,"
Useful for old parents to get used to online TV



  Really a life-changing product when I introduced it to my parents to get them used to online streaming and showsNow it seems like they enjoy the Alexa experience along with a new tv series to binge watch every other day10/10 a solid product

",1
384,Ashish Dhiman,"
Very good item



  Working very good on my 5 yrs old sony bravia tv. Streaming quality is best even on basic broadband plan. You can also connect bluetooth earphones to it and listen through it without disturbing sleeping babies.

",1
385,Ujjwal,"
Great and best streaming device VFM



  Bought this firetv stick for my sony non smart led it worked like a charm.I had a chromecast 1st gen for another led however it engages and uses my phone resources. User interface is butter smooth has all the ott apps you will need and more. Has android as backend. Majority of apps and streaming services are compatible. Go for it this is a highly recomended product for non smart led.

",1
386,Aritra Raj,"
Wifi connection and packaging problem



  1. Packaging was not very well, crunched at places2. Connecting to wifi was a lot problematic, inspite of having good connectivity and correct password it showed couldn't connect. It was such a painful experience, tried almost everything but didn't work, then the router button process worked3. Streaming quality is excellent, smooth, highly recomended, bought for 2199, absolutely worth it.Will update if any issue appears.

",0
387,Aditya Gupta,"
Volume Control



  We are enjoying our new firetv stick. It is absolutely working fine and streaming quality is too good and it is very smooth to run. Very easy user interface. The only problem I cannot still resolve is it's volume control. The volume buttons do not work due to which we have to use our TV remote to control the volume.

",0
388,Dronboy,"
Amazing device



  I really liked this device and this has made viewing Web content much easier. Also the pain of typing wifi passwords etc. is gone with smart configuration options - love that feature.The only thing I could have hoped for was that the next key on remote took me to the next video on youtube - for me it doesn't happen.

",1
389,Rohan G,"
Worth the money on non-smart TVs



  I am really impressed with this device. It has converted my non-Smart TV into Smart TV. I face no lag issues (lag is larger on my another Smart TV), and the performance is seamless. Bought this for my parents' TV and they are delighted.

",1
390,kalkki,"
Awesome



  Price worth product. Especially the Alexa voice control, it simply recognise the voice and it will play. We can download many apps from appstore provided in the stick. No lag nothing smooth move. We can connect Bluetooth device like headphones to the firestick so that we can only hear the sound from the tv without disturbance to others.

",1
391,Naveen Dhiman,"
Work perfectly



  Everything is fine, but only one thing is missing, when i setup with the projector then remot valume 'IR function' is not working. My project brand is 'Bigvue mini Projector' and its not have a brand list name for Valume IR Fuction. Rest is perfect, and thanks to amazon for given a offer of fire stick.

",1
392,Manoj Yadav,"
The battery drains out within 2 month of purchase and alexa response not happy with it



  The battery in the remote drains heavenly and the Alexa is not good in terms of responsiveness. Last time i got a remote on my previous purchase that remote is good but this remote not happy. This is my second firestick purchase

",0
393,chandan dwivedi,"
Amazing product and best part is it is made in India



  This is amazing!! Made my TV better than smart tv.Pros:- Works smoothly and has no lag after the start.- Remote is of good quality and has Alexa support- Voice search with remote is really convenient and every member of my family loves it.- Stream quality is really good and even better than my Samsung smart TV.Cons:- fewer customization options

",1
394,RAHUL K.,"
Great product



  Very easy to operate and streaming quality is beyond my expectations and full satisfied with  alexa integration n voice commands.. very smooth operation.. its makes ur tv a real smart tv .Happy with the apps .

",1
395,Puneet,"
Live Channel error



  Live channel feed does not work properly. ZEE5 live channels are not syncing and customer service is also not able to solve the issue.

",0
396,Niraj,"
Makes you TV smarter and faster … superb



  Superb product from Amazon.Makes the simple tv smarter and faster to watch various TV channels in form of Apps.Shifting between the app is fast.Alexa search is best and satisfactory.With a good Internet connection and this fire TV , you won’t require cable tv or DTH connection.

",1
397,Chintan,"
Superb upgrade from gen 1 stick!



  Got this at 2700 using my times prime membership ! Worth the upgrade! Better hardware, fancier remote and dedicated buttons for netlix, prime & hotstar ! Mostly the hardware speed made a huge difference!

",1
398,HARISH K.,"
Over all good but Amazon fire stick remote is not working after one month



  I brought Amazon fire stick 3rd gen on Nov1st 2021 now i am using this the amazon fire stick is working and streaming is also good but after one month exactly my firestick remote is not working, i changed new battery also but eventhough it is not working and my exchange period also expired...Please anyone suggest good idea for repair or replacement of the firestick remote...

",0
399,vishnu s,"
firestick -A normal life tv experience to smart life experience..!



  very much flexible device.1. make a normal TV (with HDMI port of course) to Smart one.2.Use in your projector and can have theatric experience.3.Can connect to your External Speakers, Hometheatres,Soundbars Via Bluetooth,4.Can mirror your Android,Apple devices very easily. very smooth experience.5.Can be used as TV remote, Volume and Power controls can be done easily through Firestick remote itself.6.Can download and use a variety of TV device applications.

",1
400,Amazon Customer,"
Faulty Device! :(



  The damn device dosent turn on with the default adapter at all. Switching to a 3rd party adapter and the device powers on. Seriously who does the quality assurance?Disappointed tbh, requested for a replacement. Let’s see it passes the 2nd time round….

",0
401,Amazon Customer,"
Good



  It works well with sony bravia smart tv, i prefer to use this fire stick as the speed is good and much more easy to use.. go for it if u have good internet speed and if u dont use dish cable then certainly this stick will be useful to you..

",1
402,Tanveer,"
Superb.



  Amazing. Best in class and price. Shows the true qaulity of the tv and makes the normal led tv ti smart.Super fast and best quality from build to performance.Just go for it without a doubt.

",1
403,Parag Patanwala,"
Super smooth



  The fire stick is smooth and speed of flipping between apps is faster than before. The remote has all the necessary buttons to make remote operation convenient. Also with this single remote u can operate TV, Fire Stick, Sound bar too. So worth the buy.

",1
404,Viranchi Patel,"
Very good product



  perfact for my Normal LCD. Thanks for Amazon prime member sale i got it only in 2399. as i m uaing ao mnay subscription fire stick make easy for me to use Hotstar ZEE5 Discovery Sony Liv. Happy with this product.

",1
405,Javed,"
Wonderful device, App Cache cleaning not easy



  I found it better than google devices but it has no option to clean all app cache in one go, limited settings makes it slow over time. You can do one by one which is not easy. Alexa will always play things from Amazon app until you ask her to play from specific app.

",1
406,Shishr Shah,"
Perfect device to make TV smart



  It’s does perfectly well what it’s suppose to do :) Just be extra careful with Remote. Because if it’s gets damage then the remote will cost you as much as new fire TV stick. Hence have given 4 star.

",1
407,Gaurang,"
Another life to old school but good screen tv



  This has given another life to my Sony Bravia tv. Now I've removed dishTV and use most of the OTT platforms. For my parents I've installed Kodi TV app and setup JioTV on it.They are also happy with it. 10/10Configured Philips bluetooth speaker volume controls so now I use only one remote for firestick, TV and wireless bluetooth home theater speakers.Never been so simple to use.

",1
408,RAMESH,"
EXCELLENT



  Excellent. Using on Samsung tv full hd 2014 make. Only few apps were in tv. But Fire TV stick has made my TV full fledged updated Streaming TV with all apps. I am using Prime Video, Amazon Music Hotstar and Jio Cinema subscribed apps. Enjoying. Thanks to Amazon. No need to change my tv.

",1
409,rushabh sheregar,"
A good investment



  I'm not much, into series and OTT. But this device was really worth the money. I have a Samsung HD tv. Please make sure your TV has a HDMI port. The stream quality is good and the remote control is also comfortable to use. No problems so far with software and hardware. The sound quality of the streams are also good. Overall, I'd prefer buying a Firestick than a new Android TV/Smart TV. It was a good investment.

",1
410,Amazon Customer,"
Using my old monitor again with fire stick






                    The media could not be loaded.
                




   I had an old pc monitor where it's cpu is not working ,  I used this monitor as an tv monitor by using  hdmi to vga converter and one  hdmi coupler  with this fire stick.1.But my my screen slightly disturbed because it's resolution is 480p only, by display calibration I had adjusted my screen all works fine now2.stream quality Alexa integration, voice recognition all works fine

",1
411,Abhinav Jha,"
Recived Defective Piece






                    The media could not be loaded.
                




   got a defective piece as the replacement too. Already used fire tv stick its a good product but this time didnt got good.

",0
412,shabee,"
Overall amazing experience



  It’s good companion if you don’t have smart tv. I use it with my HD monitor. It gives amazing picture quality and sound. Loving it. I was surprised to see that it goes to sleep only not power off.

",1
413,Anubha Gupta,"
Great way to turn your normal TV into a smart one



  Very convenient to use plus you can download and use so many apps. You can also do basic internet search. The Fire TV stick essentially meets all my requirements.Sometimes the controls hang. I don't know if it's an app problem or TV stick problem but it's kind of frustrating when it hangs.

",0
414,Rajesh Venkatramanjananam,"
Bought for 2100/-



  Got this in the Diwali Sale, works fine. No Software or Hardware issues till now.Easy to install and configure. Doesn't feel slow at daily usage but might feel laggy once or twice in a month. It's Something you can go for, as a cheaper option for making your normal TV, a smart TV.

",1
415,MADHUKAR,"
perfect for my 41 inch Mitashi TV



  After a lot of thought and hesitation i purchased this. set up was pretty easy and able to link my tv minimum effort. Now I don't need 2 remotes. Also observed that getting enhanced picture quality.

",1
416,INDRAMANI R.,"
Don't buy. Wastage of money. Zero rating.



  Don't buy. Wastage of money. Don't buy any streaming devices which has no Google assistance. It supports Google earth. But not Google app, GooglePlaystore or chrome or other Playstore apps.

",0
417,Verified customer,"
Alexa voice remote not detected by firestick



  It's partially working with firetv app on mobile. And Alexa voice remote is easily pairing with mobile when I tried. But the firestick and it's remote can't detect each other so not able to use.

",0
418,Manikandan,"
it makes a perfect smart tv



  It's a nice product it changed my normal tv to a smart tv and I have a lg smart tv but comparing with it fire stick I give 5stars because this is an Android stick. sun nxt you can switch on Dolby Atmos sound the diff of sound is very clear.

",1
419,Vibhas Makwana,"
Good Quality Product



  The packaging was good. The fire stick is a great way to make your TV into a smart TV. Does work well with older generations of Smart TV's as well. The installation was fast. Bought it from the Prime Sale and is a great value for money product. You will need subscriptions for the apps though, otherwise a great product.

",1
420,MontunayakUSA,"
Best item



  1 year subscriptions should be included when purchased new

",1
421,SAJITH VARGHESE,"
Superb.. But I wish android is instead of FireOS.



  Very fast and snappy compared to other local branded android boxes.I have a 20MPS fibre internet connection. It's more than enough to watch movies in FULL HD(1080P). No lag, No buffering.

",1
422,Prasheek Pawar,"
Such Great a great product I received from Amazon 😃



  This Amazon Fire TV stick 3rd generation which had I recived on Tuesday i.e 19/10/21.this was my first experience of stemeing divece (fire srick)I just want to make my TV into a smart Android TV.now By using this Amazon Fire stick I am completely happy with this product.I don't know how does it will work because I have not wifi but by using my Mobile's hotspot I no need of wifi the network works fine at all.. Thank you Amazon For a perfect brand and perfect product...

",1
423,Amazon Customer,"
Faulty product on discount. Remote stopped working on day 1. Unable to buy replacement on Amazon



  Product is horribly placed on Amazon, I bought 1 on a special deal, and the battery were burning up on the first day and remote stopoed working. After returning and getting a refund, I tried buying it again amazon does not let me purchase it. I can't purchase it at the same amount, or even without the discount. As it says I've crossed my limit of pieces I can buy. Makes no sense, as I have none. It also means, according to Amazon, I can't own 2 tvs for 2 fire sticks

",0
424,Prateek Singh,"
Fantastic



  I have used both Amazon fire stick and Mi stick, but the Amazon Fire are marvelous features and user friendly product.

",1
425,Jarvis,"
Excellent product , VFM .



  A Must have product if you don't have a Smart TV . You can integrate fire stick to any display / TV with HDMI port .The added advantage is that you can control the media volume with this remote itself.The streaming quality is so good.VFM purchase , I got in Amazon freedom sale for 2799/-

",1
426,Santosh Sangwar,"
Remote is not compatible with external



  Product is good,  but it is not supporting external speakers i bought external bluetooth from amazon, bluetooth is connected to firestick but still the volume buttons are not working its a big mess, everytime need to control volume manually :(

",0
427,Mukesh Narayan,"
Works, but...



  It works. But sometimes the screen hangs a bit and coming back to normal, even the interface.And the interface looks like a bloatware. Title bar is with Amazon prime suggestions and ads.It would be better if they remove it. I ended up installing a custom interface.

",1
428,Taranjeet Singh,"
Best product



  Nice remote

",1
429,salim khan,"
BROKEN SEALED FIRE STICK RE SEND TO NEW CUSTOMER






                    The media could not be loaded.
                




   Amazon should take care about used and brokend seald or returned product  re send to the new customer in the name of ""BIG SALE"" pls stop making pour public fool , if u can't improve this cheating system, after some time no one buy any thing in the sale

",0
430,Pooja reddy,"
Volatile pricing of products must be avoided!



  Much better than previous model.However, the price is very volatile. Keeps changing very frequently, which questions the quality or intention to push into market! People bought for higher price would think about purchasing any other product next time...

",0
431,Isaac Jangam,"
Very good with Mi 32 inch tv



  I am using with Mi 32 inch tv. The picture quality has improved very much and also the sound quality. Recommend this product if you want to upgrade sound and picture quality. Overall satisfied.

",1
432,dr manish s jain,"
Fire sticks are getting bad now two



  I do not understand, if one year product replacement is thier , why is amazon cheating.this my second fire stick which I opened after 15 days it's not working.amazon on ur product u are cheating.thats bad.

",0
433,Shweta Saurabh,"
Overalll nice product



  Its a good product...turned my tv in a smart tv....now i am able to watch ott things on tv easilyyy. Using since 15 days its working smooth & picture quality also gud....abhi its not much time so lets hope it will work gud later also

",1
434,Ambadas Kota,"
Good but need improvement



  Loading issue: at initial point it won't directly connect to wifi, always need to click on retry connect.Streaming: if network connection goes off no any keys or remote will not respond.Sound: sometimes external audio like echo dot disconnected automatically.A refresh or reconnect can't managed by its OS, incase if any device disconnected.Alexa voice recognition is not good as compare to other voice trigger.

",0
435,Amazon Customer,"
Mixed Feeling



  Am using micromax tv, No issues with resolution, Sound quality ease of use etc its top notchBut, the remote I have received doesn't work properly, Volume, Mute, Switch On/Off buttons are not working rest all other buttons are working properly...Not able to figure out where it is remote issue or compatibility issue.Thank you

",0
436,Rajiv,"
Good for a non smart tv



  Overall good purchase better if you don’t have a smart tv , considered there lot of apps comparing stock lg or samsung apps , streaming quality is good , voice controls only for prime video , you can’t voice search instead of type in youtube

",1
437,RJK,"
It's an awesome addition to my smart home



  I have been using a smart TV for 2 years and never felt the need to add anything to it...but the convenience of the remote is unbelievable...it is changing my watching experience... awesome 😎

",1
438,Amazon Customer,"
In my opinion pls dont buy!



  the remote control pisses me offits volume buttons sometimes dosent workits a bummer

",0
439,Dhruv,"
Best way to stream and value for money



  I've been using airtel digital pack for soo long and paying a good amount even for the chanels that I've never seen, But after fire stick I am able to watch every channel or show just by giving a command to alexa and those shows are also free to watch by connecting my jio tv

",1
440,Harjot Kohli,"
Very good quality



  It works nicely. When I talk to it it amegietly does what I tell it to do for example: Alexa,play classical music. You don't really need to say Alexa but you can if you want to. The blue button is the Alexa button you have to keep that button pressed and then talk to it.

",1
441,aman,"
A good product



  I mean it's very good before that i was using airtel xstream box and it's far better and along with that am using Android tv 2021 from realme and it's better than both in terms of speed I purchased it for like 2100 in sale because I got a additional 300 rs discount soo yeah it's a worth buying product in 2100 or 2300 not sure about 3k or 4k but the apart from that the experience is flawless

",1
442,Ashish Pathak,"
Zee5 subscription not getting activated



  The zee5 subscription provided as first year free doesn’t work. “Subscription  is already in use”. I tried deleting the app and clearing cache memory. Nothing works!!

",0
443,Vikash,"
Amazon Firestick is Amazing



  I was in suspicion in buying a streaming device for my Projector. After several comparison found Firestick to best in quality and prics.Bragged this unit for 2099 in Amazon Sale.Amazing

",1
444,Jibin Raju,"
Lot of pairing issue with remote and remote is keep on disconnecting



  I feel the old generation was much reliable. But the old remote stopped working after a year and the new remote is so expensive. Finally, I decided to get a new one when the big sale was going on, 3rd generation is quite slow and has a lot of issues with remote pairing. Even the support team doesn't have enough knowledge to resolve the issue.

",0
445,Vishal,"
Product non compatible with our tv



  I had purchased this product. But it is not compatible with my tv. I need to return it.assist urgently.i had also spoken to ur custom mer care.someone had called me but due to our festival I cudnt pick up the call.Thank you for your support over the call. An u give me a days time to confirm with my local electronics person if the home can be modified to accommodate fire stick.Please hold the pick up that is scheduled for tomorrow.

",0
446,Aditya kujur,"
Good I am happy 😃



  Its good for live and very low buffering. But the add gives in between is not good. User friendly interface is not to good. I have to find everytime the channel and contains. No favourite or user custom interface. But all over it is good.

",0
447,Nitin Abrol,"
Remote button and easy usage



  Got it 2.4k. I have a smart tv but still you need alexa to download more app and its easy accesability... i like 3rd gen because of its remote feature better than 2nd gen

",1
448,Kumar Atul,"
Only for new and well known brand tvs



  I have VU 2017 model HD ready tv, Have used and tried everything, but the main distinct  feature from fire stick 2  which is volume buttons, is not working.Customer care says it does not support your TV.Before purchasing, Please go through Amazon website wherein they mention which one supported. It's not mentioned in mobile app till now.

",1
449,Amit Gh,"
Must have device



  This is the second Fire TV that I have bought .. and this is much much better than the 1st generation that I had.The Dolby Atmos hooked up to my Bose gives awesome sound …

",1
450,Dhaval tech,"
Dolbyatmos sound quality & premium remote



  more powerful than the 2nd generation for fast streaming in Full HD. Includes Alexa Voice Remote with power and volume buttons.All-new Alexa Voice Remote (3rd Gen) lets you use your voice to search and launch shows across apps. All-new preset buttons get you to favorite apps quickly. Plus, control power and volume on your TV and soundbar with a single remote.Enjoy Full HD Picture quality and Dolby Atmos Audio.

",1
451,arun kumar,"
Works as expected.



  Bought this as the first gen fire stick started slowing down after the software update.This one gets the job done. No issues.It alcan also be used to swith on/off, increase/decrease volume of the TV

",1
452,Amazon Customer,"
It deliver that I actually needs.



  Perfect sealed box, excellent delivery, easy to install. Everything is working perfectly. It can be used for entertainment and learning purposes as it contains popular apps as well Web browser to browse online content from internet. Useful.

",1
453,Minhaj Sadaf,"
Superb. Must Buy






                    The media could not be loaded.
                




   Really Really good for daily use.All OTTs available and downloadable with just a click. My TV becomes a smart TV with this. So so happy to have it and function superbly well.

",1
454,Sam4u,"
Worth every penny!! Fire Up your tv



  Fire tv 3rd generation is a great product. I have a samsung W80D smart android tv but due old tech it was not working properly with my Wifi connection. But Fire tv resolved that issue like a charm and alexa just adds to the ease of use.

",1
455,Kedar Dixit,"
It's third class generation. No voot and star apps could be added. No customer support.



  It's third class generation. No third generation. Facing lot issues regarding putting apps like Voot and Star apps. Volume button support. No customer support. Please don't buy.  I M trying to return but not able to. Experience is so bad that it erased all the good exp service i received from Amazon. Get Tataplay Bing better.

",0
456,Navin DLima,"
With new features , it more awesome!!



  This is my second fire tv stick..I am happy with the 2nd generation stick , so got the new 3rd generation for my new tv and it works like charm. The new features makes it more cool.

",1
457,Nyjil Johnson,"
All the annual subscriptions promised doesn't work.



  received my fire stick on time and everything was fine with it. But all the three subscriptions promised zee5,voot and sony liv, says either its been signed on with a different account or you don't have this subscription. amazon its a rip, if you don't provide those subscription.

",0
458,PUJA,"
ZEE5 app issue



  ZEE5 App has bug, sometimes restarts during watching any movie or show.There is also issue in the Alexa voice that does not recognise the words to open a specific task in app;The Alexa is not user friendly as it should be to control the Apps;

",0
459,Amazon Customer,"
The remote does not pair, not able to use



  I have the sony 32R412D tv and the fire stick boots upwhen connected but keeps searching for the remote and never finds it. Tried the mentioned remote reset, device reset but no luck.Is the fire stick compatible with sony 32R412D tv or i have return it ?!

",0
460,Nikhil Gupta,"
Does the job well



  This was the second firestick I ordered for another tv and it has not disappointed. The only issue I have with it is that the volume and the power button don't work perfectly from some angles but I guess that's an issue of the tv (and infrared support) and not the firestick. Happy customer.

",1
461,jiju vs,"
To download the software we need a good Wi-Fi. (other activities no that much wifi needed)



  I love the item. The packaging was also good and go the item before 2 days. I got some problems in wifi because I don't have a extender but after downloading the software it was easy peasy and is very good. I I recommend this product.

",1
462,Manish Kumar Rai,"
Streaming Issue






                    The media could not be loaded.
                




   Streaming Voot has issues on fire stick. Even if u exit Voot app, the Video keeps playing automatically in the stick and audio can be heard. If u try to play any other video from any other app like prime, the audio overlaps.While watching movies like Shershah and many others through Prime Video on the Fire stick I am observing flickering and suddenly video stops for 2-5 seconds and screen goes blank.

",0
463,Amita,"
Pathetic



  Tried to set up this on three different tv, but none recognized it. Tried all the listed possible solutions on internet, nothing worked.Didn't had option to buy Google chromecast hence opted for this.Beautiful piece of junk. Stay away from this product.

",0
464,Vinayak,"
really nice and awesome streaming quality



  I have Samsung LED bought in 2011, I was afraid if it will work on it.But was really happy as firestick converted my TV into SMART TV.Video streaming quality is awesome and my family is enjoying it

",1
465,pinaki,"
Very useful gadget for the movie lovers.....



  Like : 1. User friendly 2. HD QualityDislike : 1. Service Provision 2. One of My face the issue of remove no working, and tred to contact service dept, but could not, because of that customer like him are not able to get the ""CUSTOMER'S CARE"" needs imprivement.

",0
466,Akshay,"
FireTV stick is awesome



  Stream quality is good.Alexa work With button even without saying alexa name.Voice recognition work for regional language also.Cons:Few app crashed not because of fireTV stick but because of application has issue.

",1
467,Gurpreet Singh Sabharwal,"
Must recommend...



  I am using Micromax led TV without smart feature, For one year I used tata sky binge... I thought I am getting good offer as 250/- per month and quality was also good... But when I explored the price of this product which I got at 55% discount so I immediately purchased and disconnected tata sky binge... I subscribe few application for a year... I must say that this product is value for money...Must recommend...

",1
468,Amit Kulhari,"
Awesome product at great deal



  This product will make your normal TV a smart TV and you won't need a set top box or anything. You can also use jio TV on it.After using it for a while I have realised that the new FireTV Stick is better than the old one. Alexa controls are better and you can control your TV with it. The steaming quality us good as well. It automatically adjusts the video quality. Overall it is a good product at this deal.

",1
469,Amazon Customer,"
Overall good considering Alexa



  Well I should say if you get it on sale for around 2700 rs it's value for money but I would give 4000 rs for it mi tv box 4k is a better option for that it even comes with 2gb ram and 16gb memory and the matter of the fact it has better OS it's pure Android and if you break it's remote you don't have to pay 2000 rs Well Amazon replacement remote are overpriced

",1
470,Elangovan,"
Remote is not pairing with firestick tried so many times



  Remote is not pairing with firestick tried so many times. I think they delivered the damaged product. Next time I need to think once or twice before ordering in Amazon.

",0
471,Sudhakar M.,"
Excellent Product



  I bought Firetv Stick 3rd Gen 2021 at Rs. 3200. This is good product at this price.It has latest User Interface which is really fast compared to previous versions.However sometimes face problem like wifi connectivity like you have manually goto settings and connect to wifi network. If you have 5 GHz wifi connection then this problem can be solved easily. Rest everything is fine.

",1
472,TrueBuyer&Feedbacks,"
Bye bye to DTH welcome firestick. End of DTH in



  It's a gem. I disconnected dish TV and enjoying firestick.  + Echo it's even more better

",1
473,meghukasalkar,"
volume control and power control through fire TV stick to my TV Panasonic TV is not controlling



  Everything else is considered very smooth working of the fire TV stick only problem is it is not controlling the TV the remote is not controlling the Panasonic TV so just see before buying which TV do you have

",1
474,priya c.,"
Latest one



  Hi there, its been 7-8 days since my using of the fire tv stick 3rd gen.You have to buy this because it does not cost any subscription to use this and saves rs. 400 per month if the cable it only needs wifi to stream1. It provides you free movies, tv shows,  plus YouTube and some games that too smooth and etc .Too good just go for it it converts ur tv to a smart tv ......

",1
475,Ram K Das,"
Excellent product and performance



  Features. After I bought the product , the very next day the price went down by Rs 800

",1
476,ratnesh maurya,"
Ok Need more sound settings options



  All is ok. Old Amazon fire stick have Dolby digital Plus sound platform but in this stick is Missing hope Amazon give these feature vis OTA update. And missing Dolby Atmos sounds features.

",1
477,RAKS,"
Pathetic customer service



  The power button of the remote stopped working within a few times of use. Amazon customer care executive is asking me to purchase another remote and then they will process the refund. Why on earth cant amazon send a replacement remote as the device is within the warranty!!

",0
478,Kiran,"
Home is currently unavailable



  Home screen not coming. I have reset 3-4 times but not recovered. Also customer service have not given any suitable reply to resolve the issue 👎

",0
479,Sudheer G,"
Superb



  HD Clarity amazing, Sound related it's awesome. We can download the apps from store.I have taken 1 year extended warranty also.

",1
480,Amazon Customer,"
Best Device to make old tvs smart...period



  Purchased my 2nd Firestick 3rd Gen (1st was 2nd Gen stick) in sale... Its the best device in market to make ur old tvs Smart... Very easy to set up... 3rd Gen stick is much better than 2nd Gen.... Quicker response... Faster loading... HD support...

",1
481,Joey,"
Life has become easy



  I used to use the god damn inbuilt smart TV feature which was extremely slow.Firestick flipped the story. It's fast, convenient and fun to explore. Go for it. It's worth the price

",1
482,Abhijeet Bhovar,"
Been Using it for few days and its Great!!



  A must have product for a dumb tv to be a smart tv well some of the android tv lags because of the function they are meant to do but fire stick doesn't as it is meant to just be used as a media streaming device and the stream quality is also top notch not 4k but 1080p is enough for most of the people and it also supports Dolby Atmos The remote Quality is also good its a Bluetooth remote so it has good connectivity and it has alexa button so voice recognition also works like a charm

",1
483,Vikas Bharia,"
Mind blowing



  what a product from Amazon, awesome.  Works very well in mobile Hot Spot.  It take very less data, i think while HD streaming it takes one GB in one hour.  This is proactive.  Far Better than a smart TV. Almost all smart TV has Bluetooth Sound bar issue like sound lag/delay etc.  But this fire stick has an instant connection with Sound Bar with Bluetooth connection.  Remote and Alexa is very helpful and easy to use.

",1
484,Ayush Jadhav,"
Service > Money



  I'm using both Amazon Fire Stick & MI TV Stick on the two TVs separatly in my home... And after comparing both,  I will say that the Amazon Fire stick is better than MI TV stick....Because , Amazon fire stick have Alexa that have more functionalities than Google Assistant.. The great customer care services ..and  Value for money... I really impressed by its features.... I thing You should also buy it....

",1
485,Nobel,"
Really FIRE Stick!!!!!!!!



  If you are looking for a great movie experience device. Then dont think further. Go for it...........Easy to setup.Consealed installation.No lag at allUncompromising theater experience (*should have a good sound bar or something else)Easy UIAll the entertainment devices under one controlValue for moneyAnd what else do you want... Go for it pal

",1
486,AWADH KISHORE,"
Excellent product



  Excellent product. Very easy to install. It reduces my DTH bill. Remote is with Alexa so just tell him and the thing starts. Very happy with this product. Rarely anybody from my family watch DTH.

",1
487,Latha,"
Don't buy



  Restarting in middle of something.Frequently software updates happening in interesting situations.some button are not working after usage of 3 months. Very disappointed with Amazon will this pure build quality.Don't buy it.

",0
488,Snehal,"
Good



  Good product. Buy when offers are rolled out by Amazon. If you are lucky, grab a chance to make your TV smart.Look out for attachment with TV unit before purchasing it.

",1
489,sandeep menia,"
No free subscription of Amazon prime,Sony live,vote etc. Which was pro.ised during purchase



  It was with a free subscription  of few apps for one year during purchase, but got no free subscription when I start the fire stick.

",0
490,Anarchy,"
Awesome product .. need brightness adjustment feature though



  Everything is great and many have already reviewed the positives, so not going to do that.However, my requirement would be to add brightness feature. I feel the streaming is 2 shade darker on my Sony TV.

",1
491,Kamal Changezi,"
Well worth the cost



  The added features of controlling TV volume & On / Off PLUS the ability to install apps makes your smart TV smarter.  And if your TV is Not a smart TV - This is a MUST BUY!

",1
492,Adharsh Aradhya p 🔵,"
Value for money 💯💰💸



  Trust me no words to say.It's a FANTASTIC product 👌👌👌....Highlights:1.Easy to install.2. Picture quality.3.Sound quality.4. Alexa voice recognition.

",1
493,Goutham,"
Worthy buy



  Thanks for the prime day deal.. when I was looking for one got for 2399.. Starting from packaging till streaming everything looks good and working fine without any hiccups.. My best buy of this year

",1
494,Debi Prasad Mishra,"
Life changing product



  It changed the way of our daily entertainment and made my dth obsolete. Though I donot have a broadband but still it gives excellent streams through 4g wifi hotspots.

",1
495,Omkar S.,"
Works like a charm. Must Buy !!!



  Easy to install and setup. Streaming is seamless. I am using it with my 10 years old Sony Bravia LCD TV.I loved the tiny & cute remote that comes along with it. So convenient to control via voice integration with Alexa.

",1
496,Pratik Patel,"
Good product but some issues.



  Streaming and operation is better than expected. Updated once and quiet happy with software.Remotr calibration is required for volume and tv control.Voice recognition and alexa is ok for indian tone.

",1
497,Tarun Kumar,"
Price effective, hd , easy to toggle, great sound



  Got this in 2499 INR, I don't think anyone would have got it in this price by now, I am happy about it. This is the future of tv, now I'm not going to use dish services. This is amazing product with no connection hassles, no big wires, no visibility as it goes back of your tv, the remote with tv and any of the sound bar controls is only visibility thing. Hd quality and great sound.

",1
498,Vishnu,"
Highlights : poor performance, irritation



  Common worst features: ""freeze, hang, poor integration with alexa echo dot, doesn't work properly with two echo dot pairs as home theatre, high app load time, ram not sufficient to switch between apps, restart after each of the issues, factory reset after each conversation with customer care and so on..Positive experience : None

",0
499,Prashant_Chaprana,"
Software Problem



  Post startup i got lag every time in switching /scrolling apps. can be optimised via software update by amazon. lets wait for it if amazon resolves it. so going with older version or lite version is better option as not much differnce observed. one can go for 4k iversion f they want some major upgrade.

",0
500,Abhinav,"
Top notch hardware and software with flawless functioning.



  Does what its supposed to do with high quality and ver minimalistic user friendly user interface. The remote control is awesome and integrated Alexa works just fine.

",1
